#arXiv:2405.17605
#title:Search for a heavy resonance decaying into a top quark and a W boson in the lepton+jets final state at $\sqrt{s}$ = 13 TeV
#luminosity 137 fb-1 
#Energy 13000 GeV 
#CMS Collaborations 
#Fig 42 upper 
#pp → Tbq→ tZbq , singlet
#Mass (GeV), obs (pb), exp (pb)
600 0.4088168824391298 0.5615306076746263
700 0.28175698196918264 0.3738365019419973
800 0.22824222375040965 0.3037079360069221
900 0.24531511661121363 0.287505804094488
1000 0.2825711502920834 0.28667741762226084
1100 0.3045855340674284 0.27852369970277974
1200 0.2959224710757956 0.2532262781698796
1300 0.3716853456404118 0.2539580038320827
1400 0.4244431694352055 0.2667258838387405
1500 0.41595621630718427 0.2976351441631319
1600 0.3738365019419977 0.318977021546632
1700 0.3847804804547534 0.3330860090618522
1800 0.39604484144772667 0.3559413523216862

