#arXiv:1808.02343
#title:Combination of the searches for pair-produced vector-like partners of the third-generation quarks at $\sqrt{s} =$ 13 TeV with the ATLAS detector
#luminosity 36.1 fb-1
#Energy 13000 GeV
#M.~Aaboud and al. ATLAS Collaborations
#Fig 3c
#pp→BB→ Zb, Hb, doublet 
#Mass (GeV), obs (pb), exp (pb)
700 0.048749472959315955 0.045095721356761494
800 0.034482122069878364 0.03245474457411332
900 0.02524966608186437 0.023765111138110778
950 0.021606601701109302 0.021420374903583853
1000 0.0206913808111479 0.020336240846866766
1100 0.01695599611035839 0.01832980710832434
1200 0.015415936928422734 0.017252105499420425
1300 0.01319169956473573 0.016097814452402093
1400 0.01189016742441991 0.015685151643735493


