#arxiv:1810.03188
#title:Search for top quark partners with charge 5/3 in the same-sign dilepton and single-lepton final states in proton-proton collisions at $\sqrt{s}=$13 TeV 
#luminosity 36.1fb-1
#Energy 13000 GeV
#A.M.~Sirunyan and al.CMS Collaborations
#Fig 8b
#pp→XX→Wt
#Mass(GeV), obs(pb), exp(pb)
800 0.0156 0.0151
900 0.0106 0.011
1000 0.0085 0.0092
1100 0.007 0.0078
1200 0.0066 0.007
1300 0.0057 0.0065
1400 0.0054 0.0062
1500 0.0053 0.006

