#arxiv:1810.03188
#title:Search for top quark partners with charge 5/3 in the same-sign dilepton and single-lepton final states in proton-proton collisions at $\sqrt{s}=$13 TeV 
#luminosity 36.1fb-1
#Energy 13000 GeV
#A.M.~Sirunyan and al.CMS Collaborations
#Fig 7c
#pp→XX→Wt
#Mass(GeV), obs(pb), exp(pb)
800 0.0201 0.0341
900 0.0126 0.0219
1000 0.0104 0.0164
1100 0.009 0.0127
1200 0.0079 0.0103
1300 0.0062 0.0091
1400 0.0062 0.0084
1500 0.0057 0.0078

