#mT Tbq_01 Tbq_02 Tbq_03
834.5 0.6127275000000001 0.5894525 0.5711425
835.0 0.6118250000000001 0.5885750000000001 0.570275
835.5 0.6109225 0.5876975 0.5694075
836.0 0.61002 0.58682 0.56854
836.5 0.6091175 0.5859425 0.5676725
837.0 0.6082150000000001 0.5850650000000001 0.566805
837.5 0.6073125 0.5841875 0.5659375
838.0 0.60641 0.58331 0.56507
838.5 0.6055075000000001 0.5824325 0.5642024999999999
839.0 0.6046050000000001 0.581555 0.563335
839.5 0.6037025 0.5806775 0.5624675
840.0 0.6028 0.5798 0.5616
840.5 0.6018975000000001 0.5789225 0.5607325
841.0 0.6009950000000001 0.578045 0.5598650000000001
841.5 0.6000925 0.5771675 0.5589975
842.0 0.59919 0.57629 0.55813
842.5 0.5982875000000001 0.5754125 0.5572625
843.0 0.597385 0.574535 0.556395
843.5 0.5964825 0.5736575 0.5555275
844.0 0.59558 0.5727800000000001 0.55466
844.5 0.5946775000000001 0.5719025 0.5537925
845.0 0.593775 0.571025 0.552925
845.5 0.5928725 0.5701475 0.5520575
846.0 0.59197 0.56927 0.55119
846.5 0.5910675000000001 0.5683925 0.5503225
847.0 0.590165 0.567515 0.549455
847.5 0.5892625 0.5666375 0.5485875
848.0 0.58836 0.56576 0.54772
848.5 0.5874575000000001 0.5648825 0.5468525
849.0 0.586555 0.564005 0.5459849999999999
849.5 0.5856525 0.5631275 0.5451175
850.0 0.58475 0.56225 0.54425
850.5 0.5838475000000001 0.5613725 0.5433825
851.0 0.582945 0.560495 0.542515
851.5 0.5820425 0.5596175 0.5416475
852.0 0.58114 0.55874 0.54078
852.5 0.5802375000000001 0.5578625 0.5399125
853.0 0.579335 0.5569850000000001 0.539045
853.5 0.5784325 0.5561075 0.5381775
854.0 0.57753 0.55523 0.53731
854.5 0.5766275000000001 0.5543525 0.5364424999999999
855.0 0.575725 0.553475 0.535575
855.5 0.5748225 0.5525975 0.5347075
856.0 0.57392 0.55172 0.53384
856.5 0.5730175000000001 0.5508425 0.5329725
857.0 0.572115 0.549965 0.532105
857.5 0.5712125 0.5490875 0.5312375
858.0 0.5703100000000001 0.54821 0.53037
858.5 0.5694075000000001 0.5473325 0.5295025
859.0 0.568505 0.546455 0.528635
859.5 0.5676025 0.5455775 0.5277675
860.0 0.5667 0.5447 0.5269
860.5 0.5657975000000001 0.5438225 0.5260325
861.0 0.564895 0.542945 0.525165
861.5 0.5639925 0.5420675 0.5242975
862.0 0.5630900000000001 0.5411900000000001 0.52343
862.5 0.5621875000000001 0.5403125 0.5225625
863.0 0.561285 0.539435 0.521695
