#arXiv:2405.17605
#title:Review of searches for vector-like quarks, vector-like leptons, and heavy neutral leptons in proton-proton collisions at $\sqrt{s} =$ 13 TeV at the CMS experiment
#luminosity 138 fb-1 
#Energy 13000 GeV 
#A.~Tumasyan and al. CMS Collaborations 
#Fig 38 upper right 
#pp → BB → bH 
#Mass(GeV), obs(pb), exp(pb)
1100 0.005056169866781496 0.0028328873125274606
1200 0.004087567789025284 0.0021756028438535747
1300 0.002273463039348396 0.0016708210429877029
1400 0.001464215822358188 0.0013606861422352378
1500 0.0011664845229300016 0.001116273720519807
1600 0.0015078007293234735 0.0009090729308368214
1700 0.001598901301573967 0.0008386232120781264
1800 0.0016225238255252042 0.0007679807220826359

