#arXiv:2405.17605
#title:Review of searches for vector-like quarks, vector-like leptons, and heavy neutral leptons in proton-proton collisions at $\sqrt{s} =$ 13 TeV at the CMS experiment
#luminosity 138 fb-1 
#Energy 13000 GeV 
#A.~Tumasyan and al. CMS Collaborations 
#Fig 38 upper 
#pp → BB → bZ
#Mass(GeV), obs(pb), exp(pb) 
1100 0.0036020324340186676 0.004275160077727177
1200 0.0022758459260748304 0.003272509774373362
1300 0.0012798022139979565 0.0024879023672388424
1400 0.0011006941712522113 0.0019044163648730835
1500 0.0016834122229728624 0.0016834122229728624
1600 0.0013612207835766196 0.0013426913481418648
1700 0.0010419746251239537 0.001306385732200237
1800 0.00103485845521836 0.0011868743982845148

