m k res ratio channel r
1042.4242424242425 0.7929370897521587 0 1.452452145488271 31 0.06185474194541336
1367.6767676767677 0.9668369743148814 0 1.6149310099963796 30 0.4569093086274838
2046.4646464646464 1.0118988966150533 -1 -1.0118988966150533 -1 0.8435413584209269
1084.8484848484848 0.7923771383797762 0 1.463510216372145 31 0.31449571488121253
1608.080808080808 0.6340382162854087 1 0.8960698139520236 30 0.7374061594306462
2173.7373737373737 1.0207634513147448 -1 -1.0207634513147448 -1 0.5861955412704924
2230.30303030303 0.5538693073988283 -1 -0.5538693073988283 -1 0.02713063254328625
1975.7575757575758 0.593546217133328 -1 -0.593546217133328 -1 0.07256590850722056
2074.747474747475 0.9140619668741767 -1 -0.9140619668741767 -1 0.28131930428204555
2315.151515151515 0.915557615354521 -1 -0.915557615354521 -1 0.46774766082168917
1678.7878787878788 1.042893492648815 0 1.5027163853034928 30 0.43303914444084196
1494.949494949495 1.004911128668605 0 1.7176903456008945 30 0.18031183593776795
1212.121212121212 0.9942694561368727 0 1.6666379022834668 31 0.20653402020403516
2046.4646464646464 0.6270071818244063 -1 -0.6270071818244063 -1 0.10596641964460934
2060.606060606061 0.3258519537924039 -1 -0.3258519537924039 -1 0.02315903792841689
1537.3737373737374 1.0532082322942595 0 1.668268839284159 30 0.4290563479230214
1494.949494949495 1.038588938421709 0 1.7752556834935425 30 0.2683761366097738
2244.4444444444443 0.30789118081111866 -1 -0.30789118081111866 -1 0.010405028451609023
1438.3838383838383 0.5291733949131501 1 0.9018711967870923 30 0.0130868226799412
1820.2020202020203 1.051751824599011 -1 -1.051751824599011 -1 0.4944215923585932
1707.0707070707072 1.0907286428669567 0 1.557379879303018 30 0.5432106005939724
1763.6363636363635 0.26270338850742286 -1 -0.26270338850742286 -1 0.010038235860015092
1919.1919191919192 0.9087198136946566 -1 -0.9087198136946566 -1 0.20968986856863572
2301.010101010101 1.0989716668903928 -1 -1.0989716668903928 -1 0.9106023586608898
2046.4646464646464 0.29506748609397837 -1 -0.29506748609397837 -1 0.00121645124592026
1042.4242424242425 0.9286068497860211 0 1.7009634543748988 31 0.07419763829733259
2329.2929292929293 0.6511377090426186 -1 -0.6511377090426186 -1 0.1094395832595944
1353.5353535353536 0.29266318579386275 1 0.4850241572969161 30 0.0037839276998996594
1579.7979797979797 0.657530098773519 1 0.9612621243414489 30 0.07249032035766462
1240.4040404040404 0.7316691335661328 0 1.1928774124033825 31 0.03892753835208861
1339.3939393939395 1.0227199232417405 0 1.681794920937687 30 0.23713698756658624
1155.5555555555557 0.9285769843717682 0 1.6480906213993576 31 0.0796752360212614
2187.878787878788 0.8948623776301525 -1 -0.8948623776301525 -1 0.2596924598867241
1226.2626262626263 1.1030765632431248 0 1.8233621799462678 31 0.23103526915108571
1608.080808080808 0.24493630783137874 1 0.3461621494590815 30 0.008345474869065712
1155.5555555555557 0.6060358022020457 0 1.0756264032509597 31 0.033783334256716584
1325.2525252525252 1.0507208222558106 0 1.7145525155009986 30 0.310371910490887
1424.2424242424242 1.0396111840838316 0 1.7705180682372685 30 0.34885213356057526
2145.4545454545455 1.0905441938882292 -1 -1.0905441938882292 -1 0.6470997544459436
1890.909090909091 0.37683849637688227 -1 -0.37683849637688227 -1 0.041657204703234245
2060.606060606061 0.8094706788690184 -1 -0.8094706788690184 -1 1.1347928584924274
1763.6363636363635 0.5134658213048543 -1 -0.5134658213048543 -1 0.9251238168589907
1989.8989898989898 0.9830629898233797 -1 -0.9830629898233797 -1 0.5072081070975709
2230.30303030303 0.740101439724097 -1 -0.740101439724097 -1 0.20805502826094063
1169.6969696969697 0.4888639474869958 1 0.8560253071185066 31 0.0
1593.939393939394 0.9775049567991664 0 1.3932553860723351 30 0.564851986883835
1141.4141414141413 0.9238013854122988 0 1.6622128676559038 31 0.10935274273445675
2315.151515151515 0.3055796153095794 -1 -0.3055796153095794 -1 0.03892131053434913
1622.2222222222222 1.0159036216892778 0 1.441279039701268 30 0.3588253804999301
1070.7070707070707 0.9273703312458313 0 1.708100652788332 31 0.1119071604471925
2244.4444444444443 1.006945402665085 -1 -1.006945402665085 -1 1.014652852601436
1565.6565656565658 1.0420200977923024 0 1.5635196667045819 30 0.23068239075756522
1806.060606060606 1.113818411239747 -1 -1.113818411239747 -1 0.5609840516083618
1098.989898989899 1.0309637628755643 0 1.909475663818974 31 0.14981904384526906
1240.4040404040404 0.8224656206189003 0 1.34090754455195 31 0.06082427867513845
2385.8585858585857 0.795245686563182 -1 -0.795245686563182 -1 0.22504638860389595
2286.868686868687 0.759008565370591 -1 -0.759008565370591 -1 0.2437224570363604
1593.939393939394 1.0075884938607595 0 1.436133992213033 30 0.2132646273602635
2131.3131313131316 0.9397811861435081 -1 -0.9397811861435081 -1 0.3377704013645955
1636.3636363636365 0.6707636513012616 1 0.9553019683289515 30 0.7964128711359076
2272.727272727273 0.37161092751260993 -1 -0.37161092751260993 -1 0.032673564251175964
1381.8181818181818 1.0472091419127112 0 1.7630576444832136 30 0.20729232672367662
2230.30303030303 0.7385605463667824 -1 -0.7385605463667824 -1 0.231814398772221
1622.2222222222222 1.08356290174472 0 1.537268363986808 30 0.30574470291118305
1537.3737373737374 1.1016623077000114 0 1.7450194966158574 30 0.4290563479230214
1395.9595959595958 1.1054756848445966 0 1.8760395467968092 30 0.32601453041507455
1947.4747474747473 0.9704949562740007 -1 -0.9704949562740007 -1 0.9264556512703918
2103.030303030303 1.1139870450963931 -1 -1.1139870450963931 -1 0.6994093837387986
1678.7878787878788 0.9468364417251369 0 1.3643067534816264 30 0.2751403931807492
1014.1414141414141 0.5884605712632028 0 1.072004150462285 31 0.008496027422133644
1763.6363636363635 1.0095465545634223 -1 -1.0095465545634223 -1 0.398417581283999
2315.151515151515 0.7540335485361603 -1 -0.7540335485361603 -1 0.21190491290923422
2357.5757575757575 0.6121876338927917 -1 -0.6121876338927917 -1 0.05811961222280623
1876.7676767676767 0.18010143989036365 -1 -0.18010143989036365 -1 0.0072751575243053335
2046.4646464646464 1.0501303172389909 -1 -1.0501303172389909 -1 0.8867929582758696
1622.2222222222222 0.5423729427695125 1 0.7694733411964213 30 0.8156589240997228
1834.3434343434344 1.073742407087886 -1 -1.073742407087886 -1 0.6949954300565674
1339.3939393939395 0.6488810336668088 0 1.0670417207230725 30 0.025531594608609508
1127.2727272727273 0.45947317317534847 1 0.8382924514049198 31 0.010497810389808866
2145.4545454545455 0.9142980975851357 -1 -0.9142980975851357 -1 0.3863880765183425
2060.606060606061 0.850534416022619 -1 -0.850534416022619 -1 0.23035705773768517
1820.2020202020203 0.32380567134643745 -1 -0.32380567134643745 -1 0.015397212218779717
2357.5757575757575 0.4562144409379077 -1 -0.4562144409379077 -1 0.0016144336728557288
1028.2828282828282 0.9563298490917497 0 1.7469367224651013 31 0.21836719867317136
1367.6767676767677 1.0761889314744058 0 1.7975842093590237 30 0.3216897484047908
1212.121212121212 0.2542113699657653 1 0.42612020490150226 31 4.741368691552689e-05
2103.030303030303 0.8914209582319264 -1 -0.8914209582319264 -1 0.22837857428205668
1070.7070707070707 0.7910937309379773 0 1.4570961273007517 31 0.06525759703432978
1806.060606060606 0.5626400980736421 -1 -0.5626400980736421 -1 0.07116254811170063
1933.3333333333335 0.85192150073453 -1 -0.85192150073453 -1 0.9989379724204255
1240.4040404040404 0.5991702156779395 1 0.9768576856365019 31 0.014349564520093889
1452.5252525252527 0.8135158238425392 0 1.3874899564936378 30 0.588901331825756
2060.606060606061 0.47311172072984764 -1 -0.47311172072984764 -1 0.03960332521486676
1692.9292929292928 1.117942077913267 0 1.6171794783804978 30 0.4532224394884383
1268.6868686868688 0.14956696901137126 1 0.241862373210051 30 0.0012985720700388892
2385.8585858585857 0.4982021710377128 -1 -0.4982021710377128 -1 0.0016534020387225005
