mass k_t sing_prod ratio result channel label gamma arXiv luminosity
1040.3508771929824 0.3 0.015485010647213634 0.329914862418255 1 28 ATLAS 0.030206352481772735 arXiv:2307.07584 139
1042.1052631578948 0.3 0.015385711840529243 0.32900521934234517 1 28 ATLAS 0.030314258474778488 arXiv:2307.07584 139
1043.859649122807 0.3 0.015286413033844865 0.32808804546266496 1 28 ATLAS 0.030422346471886488 arXiv:2307.07584 139
1045.6140350877192 0.3 0.015187114227160488 0.327163270219246 1 28 ATLAS 0.030530616472423354 arXiv:2307.07584 139
1047.3684210526317 0.3 0.015087815420476096 0.32623082198593045 1 28 ATLAS 0.030639068475718772 arXiv:2307.07584 139
1049.122807017544 0.3 0.014988516613791721 0.32529062805232417 1 28 ATLAS 0.030747702481105508 arXiv:2307.07584 139
1050.877192982456 0.3 0.014900627986936902 0.32462083819421694 1 28 ATLAS 0.030856518487919427 arXiv:2307.07584 139
1052.6315789473683 0.3 0.014824149539911641 0.3242243785056146 1 28 ATLAS 0.030965516495499466 arXiv:2307.07584 139
1054.3859649122808 0.3 0.014747671092886374 0.3238239823117323 1 28 ATLAS 0.03107469650318768 arXiv:2307.07584 139
1056.140350877193 0.3 0.014671192645861114 0.32341961202989494 1 28 ATLAS 0.031184058510329158 arXiv:2307.07584 139
1057.8947368421052 0.3 0.014594714198835856 0.32301122945046984 1 28 ATLAS 0.03129360251627214 arXiv:2307.07584 139
1059.6491228070176 0.3 0.014518235751810587 0.32259879572556766 1 28 ATLAS 0.03140332852036791 arXiv:2307.07584 139
1061.4035087719299 0.3 0.014441757304785328 0.3221822713574796 1 28 ATLAS 0.031513236521970814 arXiv:2307.07584 139
1063.157894736842 0.3 0.01436527885776007 0.3217616161868402 1 28 ATLAS 0.03162332652043832 arXiv:2307.07584 139
1064.9122807017543 0.3 0.014288800410734812 0.32133678938051263 1 28 ATLAS 0.03173359851513097 arXiv:2307.07584 139
1066.6666666666667 0.3 0.014212321963709543 0.32090774941918765 1 28 ATLAS 0.03184405250541236 arXiv:2307.07584 139
1068.421052631579 0.3 0.014135843516684284 0.3204744540846869 1 28 ATLAS 0.03195468849064912 arXiv:2307.07584 139
1070.1754385964912 0.3 0.014059365069659024 0.32003686044696555 1 28 ATLAS 0.03206550647021103 arXiv:2307.07584 139
1071.9298245614036 0.3 0.013982886622633757 0.31959492485080265 1 28 ATLAS 0.032176506443470865 arXiv:2307.07584 139
1073.6842105263158 0.3 0.013906408175608497 0.3191486029021758 1 28 ATLAS 0.032287688409804456 arXiv:2307.07584 139
1075.438596491228 0.3 0.013829929728583238 0.31869784945430457 1 28 ATLAS 0.032399052368590704 arXiv:2307.07584 139
1077.1929824561403 0.3 0.013753451281557978 0.3182426185933605 1 28 ATLAS 0.032510598319211576 arXiv:2307.07584 139
1078.9473684210527 0.3 0.013676972834532711 0.3177828636238307 1 28 ATLAS 0.032622326261052055 arXiv:2307.07584 139
1080.701754385965 0.3 0.013600494387507451 0.31731853705352475 1 28 ATLAS 0.03273423619350013 arXiv:2307.07584 139
1082.4561403508771 0.3 0.013524015940482192 0.31684959057821943 1 28 ATLAS 0.03284632811594686 arXiv:2307.07584 139
1084.2105263157894 0.3 0.013447537493456936 0.31637597506592563 1 28 ATLAS 0.032958602027786325 arXiv:2307.07584 139
1085.9649122807018 0.3 0.013371059046431665 0.3158976405407711 1 28 ATLAS 0.03307105792841559 arXiv:2307.07584 139
1087.719298245614 0.3 0.013294580599406407 0.31541453616648585 1 28 ATLAS 0.033183695817234765 arXiv:2307.07584 139
1089.4736842105262 0.3 0.013218102152381148 0.31492661022948154 1 28 ATLAS 0.0332965156936469 arXiv:2307.07584 139
1091.2280701754387 0.3 0.01314162370535588 0.3144338101215088 1 28 ATLAS 0.03340951755705814 arXiv:2307.07584 139
1092.982456140351 0.3 0.013065145258330621 0.31393608232188663 1 28 ATLAS 0.033522701406877534 arXiv:2307.07584 139
1094.7368421052631 0.3 0.01298866681130536 0.31343337237928626 1 28 ATLAS 0.03363606724251711 arXiv:2307.07584 139
1096.4912280701753 0.3 0.012912188364280102 0.3129256248930589 1 28 ATLAS 0.03374961506339193 arXiv:2307.07584 139
1098.2456140350878 0.3 0.012835709917254834 0.3124127834940962 1 28 ATLAS 0.03386334486891994 arXiv:2307.07584 139
1100.0 0.3 0.012759231470229575 0.31189479082520505 1 28 ATLAS 0.0339772566585221 arXiv:2307.07584 139
1101.7543859649122 0.3 0.012703065021329318 0.311574367010685 1 28 ATLAS 0.034091350431622314 arXiv:2307.07584 139
1103.5087719298247 0.3 0.012646898572429056 0.3112511583490611 1 28 ATLAS 0.034205626187647394 arXiv:2307.07584 139
1105.2631578947369 0.3 0.012590732123528799 0.31092514262749205 1 28 ATLAS 0.034320083926027076 arXiv:2307.07584 139
1107.017543859649 0.3 0.012534565674628545 0.31059629730440325 1 28 ATLAS 0.03443472364619406 arXiv:2307.07584 139
1108.7719298245613 0.3 0.012478399225728288 0.3102645995045068 1 28 ATLAS 0.034549545347583914 arXiv:2307.07584 139
1110.5263157894738 0.3 0.012422232776828024 0.309930026013721 1 28 ATLAS 0.03466454902963516 arXiv:2307.07584 139
1112.280701754386 0.3 0.012366066327927768 0.30959255327398355 1 28 ATLAS 0.034779734691789105 arXiv:2307.07584 139
1114.0350877192982 0.3 0.012309899879027511 0.3092521573779605 1 28 ATLAS 0.03489510233349009 arXiv:2307.07584 139
1115.7894736842104 0.3 0.012253733430127254 0.3089088140636433 1 28 ATLAS 0.035010651954185186 arXiv:2307.07584 139
1117.5438596491229 0.3 0.012197566981226992 0.30856249870883634 1 28 ATLAS 0.03512638355332446 arXiv:2307.07584 139
1119.298245614035 0.3 0.012141400532326735 0.308213186325531 1 28 ATLAS 0.03524229713036071 arXiv:2307.07584 139
1121.0526315789473 0.3 0.012085234083426481 0.30786085155415993 1 28 ATLAS 0.03535839268474964 arXiv:2307.07584 139
1122.8070175438597 0.3 0.012029067634526217 0.30750546865773487 1 28 ATLAS 0.0354746702159498 arXiv:2307.07584 139
1124.561403508772 0.3 0.01197290118562596 0.30714701151586155 1 28 ATLAS 0.03559112972342253 arXiv:2307.07584 139
1126.3157894736842 0.3 0.011916734736725705 0.30678545361862813 1 28 ATLAS 0.03570777120663198 arXiv:2307.07584 139
1128.0701754385964 0.3 0.01186056828782545 0.3064207680603684 1 28 ATLAS 0.03582459466504515 arXiv:2307.07584 139
1129.8245614035088 0.3 0.011804401838925185 0.30605292753329133 1 28 ATLAS 0.035941600098131785 arXiv:2307.07584 139
1131.578947368421 0.3 0.011748235390024928 0.3056819043209784 1 28 ATLAS 0.03605878750536442 arXiv:2307.07584 139
1133.3333333333333 0.3 0.011692068941124673 0.30530767029174355 1 28 ATLAS 0.036176156886218364 arXiv:2307.07584 139
1135.0877192982457 0.3 0.01163590249222441 0.3049301968918517 1 28 ATLAS 0.03629370824017171 arXiv:2307.07584 139
1136.842105263158 0.3 0.011579736043324153 0.30454945513859516 1 28 ATLAS 0.036411441566705255 arXiv:2307.07584 139
1138.5964912280701 0.3 0.011523569594423896 0.30416541561322163 1 28 ATLAS 0.03652935686530255 arXiv:2307.07584 139
1140.3508771929824 0.3 0.011467403145523641 0.303778048453712 1 28 ATLAS 0.036647454135449904 arXiv:2307.07584 139
1142.1052631578948 0.3 0.011411236696623379 0.30338732334740354 1 28 ATLAS 0.03676573337663632 arXiv:2307.07584 139
1143.859649122807 0.3 0.011355070247723122 0.3029932095234559 1 28 ATLAS 0.03688419458835348 arXiv:2307.07584 139
1145.6140350877192 0.3 0.011298903798822866 0.3025956757451543 1 28 ATLAS 0.037002837770095796 arXiv:2307.07584 139
1147.3684210526317 0.3 0.011242737349922602 0.302194690302047 1 28 ATLAS 0.03712166292136037 arXiv:2307.07584 139
1149.122807017544 0.3 0.011186570901022347 0.30179022100191394 1 28 ATLAS 0.0372406700416469 arXiv:2307.07584 139
1150.877192982456 0.3 0.01113258298545618 0.3012756729328651 1 28 ATLAS 0.037359859130457834 arXiv:2307.07584 139
1152.6315789473683 0.3 0.011080773603224101 0.3006509370307546 1 28 ATLAS 0.03747923018729822 arXiv:2307.07584 139
1154.3859649122808 0.3 0.011028964220992017 0.30002252561495146 1 28 ATLAS 0.03759878321167577 arXiv:2307.07584 139
1156.140350877193 0.3 0.010977154838759938 0.29939041559604573 1 28 ATLAS 0.0377185182031008 arXiv:2307.07584 139
1157.8947368421052 0.3 0.01092534545652786 0.29875458362574975 1 28 ATLAS 0.03783843516108623 arXiv:2307.07584 139
1159.6491228070176 0.3 0.010873536074295776 0.29811500609399105 1 28 ATLAS 0.03795853408514762 arXiv:2307.07584 139
1161.4035087719299 0.3 0.010821726692063697 0.29747165912595885 1 28 ATLAS 0.038078814974803074 arXiv:2307.07584 139
1163.157894736842 0.3 0.010769917309831619 0.296824518579105 1 28 ATLAS 0.0381992778295733 arXiv:2307.07584 139
1164.9122807017543 0.3 0.01071810792759954 0.2961735600400952 1 28 ATLAS 0.0383199226489816 arXiv:2307.07584 139
1166.6666666666667 0.3 0.010666298545367455 0.2955187588217128 1 28 ATLAS 0.03844074943255379 arXiv:2307.07584 139
1168.421052631579 0.3 0.010614489163135378 0.2948600899597129 1 28 ATLAS 0.03856175817981822 arXiv:2307.07584 139
1170.1754385964912 0.3 0.010562679780903299 0.29419752820962636 1 28 ATLAS 0.03868294889030582 arXiv:2307.07584 139
1171.9298245614036 0.3 0.010510870398671214 0.2935310480435121 1 28 ATLAS 0.038804321563550015 arXiv:2307.07584 139
1173.6842105263158 0.3 0.010459061016439137 0.2928606236466592 1 28 ATLAS 0.03892587619908672 arXiv:2307.07584 139
1175.438596491228 0.3 0.010407251634207058 0.2921862289142332 1 28 ATLAS 0.03904761279645438 arXiv:2307.07584 139
1177.1929824561403 0.3 0.010355442251974979 0.2915078374478721 1 28 ATLAS 0.039169531355193896 arXiv:2307.07584 139
1178.9473684210527 0.3 0.010303632869742896 0.2908254225522248 1 28 ATLAS 0.0392916318748487 arXiv:2307.07584 139
1180.701754385965 0.3 0.010251823487510817 0.2901389572314361 1 28 ATLAS 0.03941391435496458 arXiv:2307.07584 139
1182.4561403508771 0.3 0.01020001410527874 0.28944841418557354 1 28 ATLAS 0.039536378795089866 arXiv:2307.07584 139
1184.2105263157894 0.3 0.010148204723046662 0.2887537658069979 1 28 ATLAS 0.03965902519477531 arXiv:2307.07584 139
1185.9649122807018 0.3 0.010096395340814576 0.28805498417667413 1 28 ATLAS 0.03978185355357408 arXiv:2307.07584 139
1187.719298245614 0.3 0.010044585958582498 0.287352041060424 1 28 ATLAS 0.039904863871041724 arXiv:2307.07584 139
1189.4736842105262 0.3 0.009992776576350419 0.286644907905117 1 28 ATLAS 0.04002805614673623 arXiv:2307.07584 139
1191.2280701754385 0.3 0.00994096719411834 0.28593355583479974 1 28 ATLAS 0.04015143038021796 arXiv:2307.07584 139
1192.982456140351 0.3 0.009889157811886255 0.28521795564676344 1 28 ATLAS 0.040274986571049706 arXiv:2307.07584 139
1194.7368421052631 0.3 0.009837348429654178 0.28449807780754677 1 28 ATLAS 0.040398724718796554 arXiv:2307.07584 139
1196.4912280701753 0.3 0.0097855390474221 0.2837738924488736 1 28 ATLAS 0.04052264482302595 arXiv:2307.07584 139
1198.2456140350878 0.3 0.009733729665190014 0.28304536936352503 1 28 ATLAS 0.04064674688330776 arXiv:2307.07584 139
1200.0 0.3 0.009681920282957937 0.28231247800114484 1 28 ATLAS 0.04077103089921409 arXiv:2307.07584 139
1201.7543859649122 0.3 0.009636966672467023 0.28187065832028285 1 28 ATLAS 0.04089549687031944 arXiv:2307.07584 139
1203.5087719298244 0.3 0.00959201306197611 0.28142571429759333 1 28 ATLAS 0.04102014479620056 arXiv:2307.07584 139
1205.2631578947369 0.3 0.009547059451485191 0.2809776211276405 1 28 ATLAS 0.04114497467643655 arXiv:2307.07584 139
1207.017543859649 0.3 0.009502105840994278 0.28052635368477297 1 28 ATLAS 0.041269986510608724 arXiv:2307.07584 139
1208.7719298245613 0.3 0.009457152230503365 0.2800718865185332 1 28 ATLAS 0.041395180298300735 arXiv:2307.07584 139
1210.5263157894738 0.3 0.009412198620012446 0.2796141938489813 1 28 ATLAS 0.04152055603909849 arXiv:2307.07584 139
1212.280701754386 0.3 0.009367245009521533 0.27915324956193116 1 28 ATLAS 0.041646113732590084 arXiv:2307.07584 139
1214.0350877192982 0.3 0.009322291399030617 0.2786890272040997 1 28 ATLAS 0.04177185337836594 arXiv:2307.07584 139
1215.7894736842104 0.3 0.009277337788539704 0.27822149997816364 1 28 ATLAS 0.041897774976018626 arXiv:2307.07584 139
1217.5438596491229 0.3 0.009232384178048786 0.27775064073772643 1 28 ATLAS 0.042023878525143006 arXiv:2307.07584 139
1219.298245614035 0.3 0.009187430567557872 0.277276421982189 1 28 ATLAS 0.04215016402533605 arXiv:2307.07584 139
1221.0526315789473 0.3 0.009142476957066959 0.2767988158515245 1 28 ATLAS 0.04227663147619701 arXiv:2307.07584 139
1222.8070175438597 0.3 0.009097523346576038 0.27631779412095536 1 28 ATLAS 0.04240328087732727 arXiv:2307.07584 139
1224.561403508772 0.3 0.009052569736085127 0.2758333281955299 1 28 ATLAS 0.042530112228330384 arXiv:2307.07584 139
1226.3157894736842 0.3 0.009007616125594212 0.2753453891045959 1 28 ATLAS 0.042657125528812075 arXiv:2307.07584 139
1228.0701754385964 0.3 0.0089626625151033 0.27485394749616937 1 28 ATLAS 0.04278432077838023 arXiv:2307.07584 139
1229.8245614035088 0.3 0.008917708904612381 0.27435897363119693 1 28 ATLAS 0.04291169797664484 arXiv:2307.07584 139
1231.578947368421 0.3 0.008872755294121466 0.27386043737770843 1 28 ATLAS 0.04303925712321799 arXiv:2307.07584 139
1233.3333333333333 0.3 0.008827801683630555 0.2733583082048576 1 28 ATLAS 0.04316699821771397 arXiv:2307.07584 139
1235.0877192982457 0.3 0.008782848073139634 0.272852555176849 1 28 ATLAS 0.04329492125974911 arXiv:2307.07584 139
1236.842105263158 0.3 0.008737894462648721 0.27234314694674866 1 28 ATLAS 0.04342302624894181 arXiv:2307.07584 139
1238.5964912280701 0.3 0.008692940852157808 0.2718300517501741 1 28 ATLAS 0.043551313184912586 arXiv:2307.07584 139
1240.3508771929824 0.3 0.008647987241666894 0.27131323739886426 1 28 ATLAS 0.043679782067284 arXiv:2307.07584 139
1242.1052631578948 0.3 0.008603033631175976 0.2707926712741236 1 28 ATLAS 0.04380843289568071 arXiv:2307.07584 139
1243.859649122807 0.3 0.008558080020685062 0.27026832032014025 1 28 ATLAS 0.04393726566972934 arXiv:2307.07584 139
1245.6140350877192 0.3 0.008513126410194149 0.2697401510371719 1 28 ATLAS 0.04406628038905861 arXiv:2307.07584 139
1247.3684210526317 0.3 0.008468172799703228 0.26920812947460154 1 28 ATLAS 0.04419547705329928 arXiv:2307.07584 139
1249.122807017544 0.3 0.008423219189212317 0.26867222122385476 1 28 ATLAS 0.044324855662084016 arXiv:2307.07584 139
1250.877192982456 0.3 0.008382252247278996 0.2682919801161366 1 28 ATLAS 0.04445441621504764 arXiv:2307.07584 139
1252.6315789473683 0.3 0.008345271973903265 0.2680688862288321 1 28 ATLAS 0.04458415871182682 arXiv:2307.07584 139
1254.3859649122808 0.3 0.00830829170052753 0.2678438351188863 1 28 ATLAS 0.04471408315206029 arXiv:2307.07584 139
1256.140350877193 0.3 0.008271311427151802 0.26761680860050985 1 28 ATLAS 0.044844189535388705 arXiv:2307.07584 139
1257.8947368421052 0.3 0.008234331153776073 0.2673877882145512 1 28 ATLAS 0.044974477861454684 arXiv:2307.07584 139
1259.6491228070176 0.3 0.008197350880400339 0.26715675522381854 1 28 ATLAS 0.04510494812990286 arXiv:2307.07584 139
1261.4035087719299 0.3 0.00816037060702461 0.2669236906083012 1 28 ATLAS 0.04523560034037967 arXiv:2307.07584 139
1263.157894736842 0.3 0.00812339033364888 0.2666885750602869 1 28 ATLAS 0.04536643449253359 arXiv:2307.07584 139
1264.9122807017543 0.3 0.008086410060273152 0.26645138897937415 1 28 ATLAS 0.04549745058601497 arXiv:2307.07584 139
1266.6666666666665 0.3 0.008049429786897423 0.26621211246737475 1 28 ATLAS 0.045628648620476046 arXiv:2307.07584 139
1268.421052631579 0.3 0.008012449513521688 0.2659707253231061 1 28 ATLAS 0.045760028595570997 arXiv:2307.07584 139
1270.1754385964912 0.3 0.00797546924014596 0.2657272070370683 1 28 ATLAS 0.0458915905109558 arXiv:2307.07584 139
1271.9298245614036 0.3 0.007938488966770225 0.2654815367860055 1 28 ATLAS 0.0460233343662884 arXiv:2307.07584 139
1273.6842105263158 0.3 0.007901508693394496 0.26523369342734615 1 28 ATLAS 0.04615526016122852 arXiv:2307.07584 139
1275.438596491228 0.3 0.007864528420018767 0.26498365549352076 1 28 ATLAS 0.04628736789543778 arXiv:2307.07584 139
1277.1929824561403 0.3 0.007827548146643038 0.2647314011861531 1 28 ATLAS 0.04641965756857964 arXiv:2307.07584 139
1278.9473684210525 0.3 0.007790567873267309 0.2644769083701233 1 28 ATLAS 0.046552129180319375 arXiv:2307.07584 139
1280.701754385965 0.3 0.007753587599891573 0.2642201545674959 1 28 ATLAS 0.046684782730324115 arXiv:2307.07584 139
1282.4561403508771 0.3 0.007716607326515844 0.26396111695131497 1 28 ATLAS 0.046817618218262726 arXiv:2307.07584 139
1284.2105263157896 0.3 0.00767962705314011 0.2636997723392555 1 28 ATLAS 0.04695063564380593 arXiv:2307.07584 139
1285.9649122807018 0.3 0.007642646779764382 0.26343609718713573 1 28 ATLAS 0.047083835006626225 arXiv:2307.07584 139
1287.719298245614 0.3 0.007605666506388653 0.2631700675822798 1 28 ATLAS 0.04721721630639789 arXiv:2307.07584 139
1289.4736842105262 0.3 0.007568686233012923 0.2629016592367296 1 28 ATLAS 0.047350779542796984 arXiv:2307.07584 139
1291.2280701754385 0.3 0.007531705959637193 0.2626308474803035 1 28 ATLAS 0.047484524715501276 arXiv:2307.07584 139
1292.982456140351 0.3 0.00749472568626146 0.26235760725349405 1 28 ATLAS 0.04761845182419038 arXiv:2307.07584 139
1294.7368421052631 0.3 0.007457745412885731 0.26208191310020407 1 28 ATLAS 0.047752560868545534 arXiv:2307.07584 139
1296.4912280701753 0.3 0.007420765139510002 0.2618037391603148 1 28 ATLAS 0.047886851848249784 arXiv:2307.07584 139
1298.2456140350878 0.3 0.007383784866134268 0.26152305916208146 1 28 ATLAS 0.04802132476298788 arXiv:2307.07584 139
1300.0 0.3 0.007346804592758539 0.2612398464143532 1 28 ATLAS 0.048155979612446234 arXiv:2307.07584 139
1301.7543859649122 0.3 0.007312693034063199 0.26048129284603067 1 28 ATLAS 0.04829081639631304 arXiv:2307.07584 139
1303.5087719298244 0.3 0.00727858147536786 0.2597198861762788 1 28 ATLAS 0.04842583511427812 arXiv:2307.07584 139
1305.2631578947369 0.3 0.007244469916672515 0.2589556143116743 1 28 ATLAS 0.04856103576603302 arXiv:2307.07584 139
1307.017543859649 0.3 0.007210358357977176 0.25818846506451404 1 28 ATLAS 0.04869641835127089 arXiv:2307.07584 139
1308.7719298245613 0.3 0.007176246799281837 0.2574184261521496 1 28 ATLAS 0.04883198286968662 arXiv:2307.07584 139
1310.5263157894738 0.3 0.007142135240586492 0.2566454851963162 1 28 ATLAS 0.048967729320976705 arXiv:2307.07584 139
1312.280701754386 0.3 0.007108023681891153 0.25586962972245275 1 28 ATLAS 0.04910365770483926 arXiv:2307.07584 139
1314.0350877192982 0.3 0.007073912123195813 0.25509084715901403 1 28 ATLAS 0.04923976802097412 arXiv:2307.07584 139
1315.7894736842104 0.3 0.007039800564500473 0.25430912483677526 1 28 ATLAS 0.04937606026908263 arXiv:2307.07584 139
1317.5438596491229 0.3 0.007005689005805129 0.2535244499881282 1 28 ATLAS 0.04951253444886789 arXiv:2307.07584 139
1319.298245614035 0.3 0.006971577447109789 0.25273680974637003 1 28 ATLAS 0.04964919056003445 arXiv:2307.07584 139
1321.0526315789473 0.3 0.00693746588841445 0.251946191144983 1 28 ATLAS 0.049786028602288555 arXiv:2307.07584 139
1322.8070175438597 0.3 0.006903354329719106 0.25115258111690564 1 28 ATLAS 0.04992304857533802 arXiv:2307.07584 139
1324.561403508772 0.3 0.006869242771023767 0.25035596649379727 1 28 ATLAS 0.050060250478892204 arXiv:2307.07584 139
1326.3157894736842 0.3 0.006835131212328427 0.24955633400529217 1 28 ATLAS 0.05019763431266206 arXiv:2307.07584 139
1328.0701754385964 0.3 0.006801019653633087 0.2487536702782461 1 28 ATLAS 0.050335200076360144 arXiv:2307.07584 139
1329.8245614035088 0.3 0.006766908094937743 0.24794796183597403 1 28 ATLAS 0.05047294776970048 arXiv:2307.07584 139
1331.578947368421 0.3 0.006732796536242404 0.24713919509747906 1 28 ATLAS 0.05061087739239866 arXiv:2307.07584 139
1333.3333333333333 0.3 0.006698684977547064 0.24632735637667286 1 28 ATLAS 0.05074898894417184 arXiv:2307.07584 139
1335.0877192982457 0.3 0.00666457341885172 0.24551243188158628 1 28 ATLAS 0.050887282424738674 arXiv:2307.07584 139
1336.842105263158 0.3 0.00663046186015638 0.24469440771357254 1 28 ATLAS 0.05102575783381931 arXiv:2307.07584 139
1338.5964912280701 0.3 0.006596350301461041 0.2438732698664993 1 28 ATLAS 0.05116441517113545 arXiv:2307.07584 139
1340.3508771929824 0.3 0.006562238742765701 0.243049004225933 1 28 ATLAS 0.051303254436410275 arXiv:2307.07584 139
1342.1052631578948 0.3 0.006528127184070357 0.2422215965683136 1 28 ATLAS 0.05144227562936847 arXiv:2307.07584 139
1343.859649122807 0.3 0.006494015625375017 0.2413910325601193 1 28 ATLAS 0.05158147874973612 arXiv:2307.07584 139
1345.6140350877192 0.3 0.006459904066679678 0.24055729775702253 1 28 ATLAS 0.05172086379724086 arXiv:2307.07584 139
1347.3684210526317 0.3 0.006425792507984333 0.23972037760303533 1 28 ATLAS 0.051860430771611815 arXiv:2307.07584 139
1349.122807017544 0.3 0.006391680949288994 0.23888025742964675 1 28 ATLAS 0.052000179672579444 arXiv:2307.07584 139
1350.877192982456 0.3 0.006359826327948196 0.23811180251903102 1 28 ATLAS 0.05214011049987579 arXiv:2307.07584 139
1352.6315789473683 0.3 0.00633022864396194 0.23741549372523033 1 28 ATLAS 0.05228022325323421 arXiv:2307.07584 139
1354.3859649122805 0.3 0.006300630959975684 0.23671660446037548 1 28 ATLAS 0.052420517932389596 arXiv:2307.07584 139
1356.140350877193 0.3 0.006271033275989424 0.2360151235098616 1 28 ATLAS 0.05256099453707822 arXiv:2307.07584 139
1357.8947368421052 0.3 0.006241435592003168 0.23531103957417593 1 28 ATLAS 0.052701653067037724 arXiv:2307.07584 139
1359.6491228070176 0.3 0.006211837908016908 0.23460434126827717 1 28 ATLAS 0.0528424935220072 arXiv:2307.07584 139
1361.4035087719299 0.3 0.006182240224030652 0.2338950171209695 1 28 ATLAS 0.05298351590172713 arXiv:2307.07584 139
1363.157894736842 0.3 0.006152642540044395 0.23318305557426774 1 28 ATLAS 0.053124720205939384 arXiv:2307.07584 139
1364.9122807017543 0.3 0.0061230448560581395 0.23246844498275704 1 28 ATLAS 0.05326610643438719 arXiv:2307.07584 139
1366.6666666666665 0.3 0.006093447172071884 0.23175117361294403 1 28 ATLAS 0.053407674586815196 arXiv:2307.07584 139
1368.421052631579 0.3 0.006063849488085624 0.23103122964260178 1 28 ATLAS 0.05354942466296938 arXiv:2307.07584 139
1370.1754385964912 0.3 0.006034251804099367 0.2303086011601071 1 28 ATLAS 0.05369135666259704 arXiv:2307.07584 139
1371.9298245614036 0.3 0.006004654120113107 0.22958327616377 1 28 ATLAS 0.05383347058544694 arXiv:2307.07584 139
1373.6842105263158 0.3 0.005975056436126851 0.22885524256115652 1 28 ATLAS 0.05397576643126903 arXiv:2307.07584 139
1375.438596491228 0.3 0.005945458752140595 0.22812448816840294 1 28 ATLAS 0.05411824419981468 arXiv:2307.07584 139
1377.1929824561403 0.3 0.005915861068154338 0.22739100070952323 1 28 ATLAS 0.054260903890836584 arXiv:2307.07584 139
1378.9473684210525 0.3 0.005886263384168082 0.22665476781570879 1 28 ATLAS 0.054403745504088774 arXiv:2307.07584 139
1380.701754385965 0.3 0.005856665700181823 0.22591577702461946 1 28 ATLAS 0.05454676903932653 arXiv:2307.07584 139
1382.4561403508771 0.3 0.005827068016195567 0.22517401577966784 1 28 ATLAS 0.05468997449630645 arXiv:2307.07584 139
1384.2105263157896 0.3 0.005797470332209306 0.22442947142929423 1 28 ATLAS 0.05483336187478649 arXiv:2307.07584 139
1385.9649122807018 0.3 0.00576787264822305 0.2236821312262356 1 28 ATLAS 0.05497693117452575 arXiv:2307.07584 139
1387.719298245614 0.3 0.005738274964236794 0.2229319823267836 1 28 ATLAS 0.055120682395284774 arXiv:2307.07584 139
