mass br_wb br_zt br_ht s_r
2058 0.00699867221485563 0.49157634435536185 0.5014249834297826 0.1
2059 0.006992034992892784 0.4915843385817649 0.5014236264253423 0.1
2060 0.006985407138497191 0.49159232151734106 0.5014222713441617 0.1
2061 0.0069787886341734625 0.4916002931831889 0.5014209181826377 0.1
2062 0.00697217946246671 0.49160825360035765 0.5014195669371757 0.1
2063 0.0069655796059625436 0.4916162027898488 0.5014182176041887 0.1
2064 0.006958989047286867 0.49162414077261407 0.5014168701800991 0.1
2065 0.0069524077691058 0.49163206756955746 0.5014155246613368 0.1
2066 0.00694583575412559 0.49163998320153424 0.5014141810443401 0.1
2067 0.006939272985092471 0.49164788768935147 0.501412839325556 0.1
2068 0.006932719444792549 0.4916557810537683 0.5014114995014393 0.1
2069 0.00692617511605173 0.4916636633154955 0.5014101615684528 0.1
2070 0.006919639981735573 0.49167153449519657 0.501408825523068 0.1
2071 0.006913114024749197 0.49167939461348703 0.5014074913617639 0.1
2072 0.00690659722803716 0.49168724369093436 0.5014061590810285 0.1
2073 0.006900089574583383 0.4916950817480594 0.5014048286773571 0.1
2074 0.00689359104741099 0.4917029088053352 0.5014035001472539 0.1
2075 0.0068871016295822445 0.49171072488318773 0.50140217348723 0.1
2076 0.006880621304198434 0.49171853000199595 0.5014008486938056 0.1
2077 0.006874150054399735 0.4917263241820916 0.5013995257635087 0.1
2078 0.006867687863365144 0.4917341074437602 0.5013982046928747 0.1
2079 0.006861234714312342 0.4917418798072399 0.5013968854784479 0.1
2080 0.006854790590497604 0.49174964129272275 0.5013955681167795 0.1
2081 0.0068483554752157 0.4917573919203548 0.5013942526044296 0.1
2082 0.006841929351799751 0.4917651317102345 0.5013929389379658 0.1
2083 0.006835512203621182 0.4917728606824154 0.5013916271139635 0.1
2084 0.00682910401408957 0.4917805788569046 0.5013903171290058 0.1
2085 0.0068227047666525485 0.49178828625366316 0.5013890089796843 0.1
2086 0.00681631444479574 0.49179598289260656 0.5013877026625977 0.1
2087 0.0068099330320425975 0.49180366879360427 0.5013863981743532 0.1
2088 0.006803560511954329 0.4918113439764806 0.5013850955115651 0.1
2089 0.006797196868129807 0.4918190084610143 0.5013837946708559 0.1
2090 0.006790842084205436 0.49182666226693894 0.5013824956488556 0.1
2091 0.006784496143855074 0.49183430541394263 0.5013811984422023 0.1
2092 0.006778159030789917 0.4918419379216688 0.5013799030475412 0.1
2093 0.006771830728758402 0.49184955980971595 0.5013786094615257 0.1
2094 0.00676551122154611 0.4918571710976374 0.5013773176808165 0.1
2095 0.006759200492975653 0.49186477180494215 0.5013760277020822 0.1
2096 0.006752898526906579 0.4918723619510944 0.5013747395219991 0.1
2097 0.006746605307235293 0.49187994155551445 0.5013734531372502 0.1
2098 0.006740320817894899 0.4918875106375776 0.5013721685445275 0.1
2099 0.006734045042855167 0.49189506921661535 0.5013708857405295 0.1
2100 0.006727777966122392 0.49190261731191504 0.5013696047219626 0.1
2101 0.006721519571739314 0.49191015494272006 0.5013683254855407 0.1
2102 0.006715269843785002 0.49191768212822995 0.501367048027985 0.1
2103 0.006709028766374772 0.4919251988876009 0.5013657723460244 0.1
2104 0.006702796323660079 0.49193270523994465 0.5013644984363953 0.1
2105 0.006696572499828407 0.4919402012043303 0.5013632262958413 0.1
2106 0.006690357279103227 0.4919476867997835 0.5013619559211133 0.1
2107 0.006684150645743812 0.491955162045286 0.5013606873089702 0.1
2108 0.006677952584045209 0.491962626959777 0.5013594204561778 0.1
2109 0.0066717630783381145 0.49197008156215305 0.5013581553595089 0.1
2110 0.006665582112988786 0.49197752587126675 0.5013568920157445 0.1
2111 0.006659409672398942 0.4919849599059286 0.5013556304216725 0.1
2112 0.006653245741005665 0.4919923836849068 0.5013543705740875 0.1
2113 0.006647090303281301 0.49199979722692627 0.5013531124697924 0.1
2114 0.006640943343733385 0.49200720055066977 0.501351856105597 0.1
2115 0.0066348048469045285 0.49201459367477784 0.5013506014783177 0.1
2116 0.006628674797372313 0.4920219766178488 0.5013493485847789 0.1
2117 0.006622553179749233 0.49202934939843884 0.5013480974218119 0.1
2118 0.00661643997868256 0.49203671203506216 0.5013468479862552 0.1
2119 0.006610335178854278 0.4920440645461913 0.5013456002749545 0.1
2120 0.006604238764980988 0.49205140695025656 0.5013443542847624 0.1
2121 0.00659815072181379 0.4920587392656473 0.5013431100125388 0.1
2122 0.006592071034138215 0.4920660615107109 0.5013418674551509 0.1
2123 0.0065859996867741275 0.4920733737037532 0.5013406266094728 0.1
2124 0.006579936664575627 0.4920806758630394 0.5013393874723852 0.1
2125 0.006573881952430958 0.49208796800679255 0.5013381500407765 0.1
2126 0.006567835535262426 0.4920952501531955 0.501336914311542 0.1
2127 0.006561797398026286 0.49210252232039 0.5013356802815837 0.1
2128 0.006555767525712676 0.4921097845264763 0.501334447947811 0.1
2129 0.006549745903345513 0.49211703678951463 0.5013332173071399 0.1
2130 0.006543732515982399 0.49212427912752416 0.5013319883564933 0.1
2131 0.006537727348714542 0.49213151155848395 0.5013307610928015 0.1
2132 0.006531730386666651 0.49213873410033193 0.5013295355130014 0.1
2133 0.006525741614996862 0.49214594677096646 0.5013283116140367 0.1
2134 0.0065197610188966375 0.4921531495882454 0.501327089392858 0.1
2135 0.006513788583590684 0.49216034256998625 0.501325868846423 0.1
2136 0.00650782429433686 0.4921675257339672 0.5013246499716959 0.1
2137 0.006501868136426081 0.49217469909792566 0.5013234327656482 0.1
2138 0.006495920095182248 0.4921818626795603 0.5013222172252575 0.1
