mass sin_l res ratio channel width
1157.114228456914 0.4248496993987976 0 1.7954329513422624 7 0.07643609377206738
1238.4769539078156 0.6432865731462926 0 2.742354568822021 7 0.20075647756884318
2111.0220440881767 0.3687374749498998 1 0.6884145050204665 6 0.19166149661477228
1193.5871743486973 0.597194388777555 0 2.5709194118577976 7 0.1607013992525514
1103.807615230461 0.36472945891783565 0 1.501125342491618 7 0.051262041016712716
1232.8657314629259 0.5811623246492985 0 2.4822222355351586 7 0.16237181455336713
1000.0 0.9038076152304608 0 4.145612564124348 7 0.25834359754351544
1934.2685370741483 0.30861723446893785 1 0.7670282370002747 6 0.11271625427514209
1095.3907815631262 0.6212424849699398 0 2.5644407750642806 7 0.14646251106389044
1067.3346693386773 0.6352705410821643 0 2.7018527882175607 7 0.14540507434789054
1078.5571142284568 0.8957915831663326 0 3.7642181528571497 7 0.29523189121658233
1524.6492985971945 0.6873747494989979 0 2.2658826395408624 7 0.34740003218750615
1353.5070140280561 0.5591182364729459 0 2.2396643679086568 7 0.18114334039242644
1510.62124248497 0.1442885771543086 1 0.4883594345852125 7 0.015027173640396584
1802.4048096192387 0.3106212424849699 1 0.8946982526136625 6 0.09914651524379585
2318.637274549098 0.03006012024048096 -1 -0.03006012024048096 -1 0.0015366096860750724
2085.7715430861726 0.8857715430861722 0 1.7324833482720563 6 1.0796710278260186
2026.8537074148296 1.0 0 2.1856083743651635 6 1.2994473103862016
1462.9258517034068 0.5731462925851702 0 2.061752460368783 7 0.22236976917493548
1897.7955911823647 0.5931863727454909 0 1.5410997105015931 6 0.40086054919030856
1718.2364729458918 0.2945891783567134 1 0.9494099113488678 6 0.0810416234058296
1050.5010020040081 0.5591182364729459 0 2.4220305842782883 7 0.10910829585325936
1137.4749498997996 0.40280561122244485 0 1.685627548236585 7 0.06639683229333557
2032.4649298597194 0.8817635270541081 0 1.905872649429699 6 1.0159312421177684
1948.2965931863728 0.6452905811623246 0 1.5777780226860818 6 0.4999581526014983
1519.0380761523047 0.13226452905811623 1 0.44059188875343847 7 0.012768111516748042
2141.88376753507 0.6452905811623246 -1 -0.6452905811623246 -1 0.6042512187456661
1547.0941883767537 0.4729458917835671 0 1.5600000304265575 6 0.1693401986878667
1058.9178356713428 0.8577154308617234 0 3.6814117381164557 7 0.2608976759080177
2310.2204408817634 0.6112224448897795 -1 -0.6112224448897795 -1 0.630698628071894
2136.2725450901808 0.2064128256513026 1 0.3674712151554105 6 0.06150376565047246
1216.0320641282565 0.6953907815631262 0 2.987128012670898 7 0.22616757727973139
1718.2364729458918 0.5791583166332664 0 1.866526968570223 6 0.31323418152058374
1448.8977955911823 0.12625250501002003 1 0.4613729597476775 7 0.010584125484341698
1042.0841683366734 0.6753507014028055 0 2.952890823343897 7 0.1566462618311548
1331.062124248497 0.37675350701402804 0 1.535464072419657 7 0.07954332747094889
1813.627254509018 0.8737474949899798 0 2.484927866734172 6 0.7942891701378906
1625.6513026052105 0.09819639278557113 1 0.3293117484223629 6 0.008060316607871749
1824.8496993987976 0.8657314629258517 0 2.4314350401336586 6 0.789462484255264
1684.569138276553 0.9559118236472945 0 3.171334097619773 6 0.8202027283881743
2332.6653306613225 0.2725450901803607 -1 -0.2725450901803607 -1 0.12784925550683746
1061.7234468937877 0.3426853707414829 0 1.466357844715876 7 0.041867183235499913
1793.987975951904 0.18637274549098196 1 0.5424342314808771 6 0.03536015602704569
1072.945891783567 0.2745490981963928 0 1.1606399624660375 7 0.02744464740648239
1266.5330661322646 0.11022044088176351 1 0.4654618634467494 7 0.006163745677631491
1199.198396793587 0.8737474949899798 0 3.7723219636288228 7 0.347243835944233
1202.004008016032 0.3567134268537074 0 1.53965469378602 7 0.05814757958346983
1373.1462925851704 0.9679358717434869 0 3.820017550048719 7 0.5587558462464233
1401.2024048096193 0.9158316633266532 0 3.537758595311265 7 0.5208708016736326
1294.5891783567135 0.6412825651302605 0 2.6829496699982602 7 0.21799801695226217
2102.605210420842 0.7094188376753506 0 1.346298952610573 6 0.7037778657355203
2085.7715430861726 0.4488977955911823 1 0.8780006108890059 6 0.27729557898178936
1547.0941883767537 0.3286573146292585 0 1.0840678177540486 6 0.08177560298601091
1816.432865731463 0.8076152304609218 0 2.2896222074055954 6 0.6807042191505465
1286.1723446893789 0.08817635270541081 1 0.3699379673002742 7 0.004068100193670867
1914.629258517034 0.3507014028056112 1 0.8926939286273365 6 0.14261222778760757
1482.565130260521 0.2605210420841683 1 0.9170939045565633 7 0.047186113954882744
2094.1883767535073 0.3947895791583166 1 0.7607481992997793 6 0.2162108393705022
1457.314629258517 0.05611222444889779 1 0.20311969786336312 7 0.0021150541777329346
1476.9539078156313 0.7575150300601202 0 2.6830408301151882 7 0.3959288774893762
1906.2124248496993 0.8336673346693386 0 2.144276649770484 6 0.7988043304764908
1336.6733466933867 0.49699398797595185 0 2.0167196740396336 7 0.13958724592314312
2139.078156312625 0.2985971943887775 1 0.528856433656402 6 0.1290445919101624
1238.4769539078156 0.6452905811623246 0 2.750897729472557 7 0.2020092450601987
2018.4368737474952 0.44689378757515025 1 0.9934015314732694 6 0.2573669315386041
1387.1743486973949 0.8677354709418837 0 3.388828683905886 7 0.4582821512176286
1805.2104208416836 0.23847695390781562 1 0.6847087347959834 6 0.05862178294257742
1101.002004008016 0.7795591182364728 0 3.2040470676630655 7 0.23299215550567684
1241.2825651302605 0.47695390781563124 0 2.0313467826032396 7 0.1108610895724371
1583.567134268537 0.3607214428857715 0 1.207381374895698 6 0.10321000401127109
2085.7715430861726 0.17034068136272543 1 0.3331698746677031 6 0.03992866227167228
1395.5911823647295 0.0781563126252505 1 0.303329878472756 7 0.0037630604212669197
1973.5470941883768 0.15831663326653306 1 0.37628373218794675 6 0.030878861660453342
2349.498997995992 0.9438877755511021 -1 -0.9438877755511021 -1 1.5556359522344314
1911.8236472945891 0.8537074148296593 0 2.1806027470674265 6 0.8426090096136931
1387.1743486973949 0.7334669338677354 0 2.864460273232227 7 0.3274306431231094
1252.5050100200401 0.4629258517034068 0 1.9641612647617572 7 0.10633295699132411
1002.8056112224449 0.9038076152304608 0 4.132101594968799 7 0.25979569083293336
1906.2124248496993 0.2625250501002004 1 0.6752409642306092 6 0.07921297796844408
1014.0280561122245 0.9659318637274549 0 4.359296766545919 7 0.30341859487279704
2217.6352705410823 0.6593186372745491 -1 -0.6593186372745491 -1 0.6762179536537282
1168.3366733466935 0.9639278557114228 0 4.0967182270353515 7 0.4011455089658827
1446.0921843687374 0.10821643286573146 1 0.3967222836888063 7 0.007746004010627594
2046.4929859719439 0.5270541082164328 0 1.1085375732389384 6 0.36799762984163775
2181.1623246492986 0.7895791583166332 -1 -0.7895791583166332 -1 0.9381726525698534
2015.6312625250503 0.04208416833667334 1 0.09408416501809201 6 0.00227600600004458
1653.7074148296592 0.16633266533066132 1 0.5549460576263363 6 0.023932027001127263
1662.124248496994 0.597194388777555 0 1.9893886959462803 6 0.3116489592710949
1101.002004008016 0.1503006012024048 1 0.6177468639453212 7 0.00866093189127373
1361.9238476953908 0.6312625250501002 0 2.5125153567029304 7 0.23378694160476807
1342.2845691382765 0.6533066132264529 0 2.6395608028335276 7 0.24322968875773418
1993.186372745491 0.6392785571142284 0 1.4871209811461763 6 0.513558059159254
1258.11623246493 0.7314629258517034 0 3.0977001231447043 7 0.2678630240909492
1774.3486973947897 0.42084168336673344 0 1.2564210860479337 6 0.17637026196749936
