mass br_wb br_zt br_ht s_u_r s_d_r
982 0.05726426071247749 0.4169653579384118 0.5257703813491107 0.4 0.4
983 0.05726719031721489 0.4170678909728447 0.5256649187099404 0.4 0.4
984 0.05727011205925763 0.41717013747447323 0.525559750466269 0.4 0.4
985 0.05727302596459885 0.41727209847828556 0.5254548755571156 0.4 0.4
986 0.05727593205913971 0.4173737750147772 0.525350292926083 0.4 0.4
987 0.057278830368689644 0.4174751681099736 0.5252460015213368 0.4 0.4
988 0.05728172091896669 0.417576278785452 0.5251420002955813 0.4 0.4
989 0.05728460373559747 0.4176771080583635 0.525038288206039 0.4 0.4
990 0.0572874788441178 0.4177776569414547 0.5249348642144275 0.4 0.4
991 0.05729034626997276 0.4178779264430891 0.5248317272869383 0.4 0.4
992 0.05729320603851675 0.4179779175672695 0.5247288763942137 0.4 0.4
993 0.05729605817501418 0.41807763131365877 0.524626310511327 0.4 0.4
994 0.05729890270463933 0.4181770686776015 0.524524028617759 0.4 0.4
995 0.05730173965247678 0.41827623065014524 0.5244220296973781 0.4 0.4
996 0.05730456904352169 0.4183751182180615 0.5243203127384167 0.4 0.4
997 0.05730739090267997 0.41847373236386676 0.5242188767334532 0.4 0.4
998 0.05731020525476853 0.41857207406584346 0.524117720679388 0.4 0.4
999 0.05731301212451565 0.41867014429806115 0.5240168435774233 0.4 0.4
1000 0.057315811536561005 0.4187679440303962 0.5239162444330427 0.4 0.4
1001 0.057318603515456375 0.41886547422855336 0.5238159222559902 0.4 0.4
1002 0.057321388085665274 0.41896273585408605 0.5237158760602486 0.4 0.4
1003 0.05732416527156376 0.4190597298644163 0.5236161048640199 0.4 0.4
1004 0.057326935097440364 0.419156457212855 0.5235166076897045 0.4 0.4
1005 0.05732969758749658 0.41925291884862276 0.5234173835638807 0.4 0.4
1006 0.05733245276584685 0.4193491157168691 0.523318431517284 0.4 0.4
1007 0.05733520065651909 0.41944504875869315 0.5232197505847879 0.4 0.4
1008 0.057337941283454846 0.4195407189111621 0.5231213398053829 0.4 0.4
1009 0.05734067467050951 0.4196361271073333 0.5230231982221571 0.4 0.4
1010 0.05734340084145259 0.4197312742762714 0.522925324882276 0.4 0.4
1011 0.05734611981996811 0.4198261613430691 0.5228277188369628 0.4 0.4
1012 0.05734883162965472 0.41992078922886683 0.5227303791414785 0.4 0.4
1013 0.05735153629402597 0.42001515885087104 0.522633304855103 0.4 0.4
1014 0.057354233836510685 0.42010927112237434 0.522536495041115 0.4 0.4
1015 0.057356924280453137 0.42020312695277423 0.5224399487667727 0.4 0.4
1016 0.057359607649113235 0.4202967272475918 0.522343665103295 0.4 0.4
1017 0.05736228396566707 0.4203900729084913 0.5222476431258416 0.4 0.4
1018 0.05736495325320681 0.42048316483329806 0.5221518819134952 0.4 0.4
1019 0.05736761553474127 0.42057600391601835 0.5220563805492403 0.4 0.4
1020 0.05737027083319601 0.4206685910468568 0.5219611381199473 0.4 0.4
1021 0.05737291917141362 0.42076092711223567 0.5218661537163507 0.4 0.4
1022 0.057375560572154066 0.42085301299481287 0.521771426433033 0.4 0.4
1023 0.057378195058094855 0.42094484957350053 0.5216769553684046 0.4 0.4
1024 0.05738082265183136 0.42103643772348315 0.5215827396246854 0.4 0.4
1025 0.0573834433758771 0.4211277783162353 0.5214887783078876 0.4 0.4
1026 0.0573860572526639 0.42121887221954035 0.5213950705277958 0.4 0.4
1027 0.05738866430454225 0.4213097202975079 0.5213016153979497 0.4 0.4
1028 0.05739126455378172 0.4214003234105916 0.5212084120356267 0.4 0.4
1029 0.05739385802257086 0.42149068241560733 0.5211154595618218 0.4 0.4
1030 0.05739644473301764 0.42158079816575006 0.5210227571012324 0.4 0.4
1031 0.05739902470714994 0.4216706715106123 0.5209303037822377 0.4 0.4
1032 0.05740159796691541 0.42176030329620084 0.5208380987368837 0.4 0.4
1033 0.05740416453418211 0.4218496943649544 0.5207461411008636 0.4 0.4
1034 0.057406724430738486 0.42193884555576117 0.5206544300135003 0.4 0.4
1035 0.05740927767829382 0.422027757703975 0.5205629646177312 0.4 0.4
1036 0.05741182429847838 0.422116431641434 0.5204717440600877 0.4 0.4
1037 0.0574143643128438 0.4222048681964762 0.52038076749068 0.4 0.4
1038 0.05741689774286323 0.4222930681939572 0.5202900340631796 0.4 0.4
1039 0.05741942460993164 0.42238103245526637 0.5201995429348021 0.4 0.4
1040 0.05742194493536615 0.4224687617983446 0.5201092932662892 0.4 0.4
1041 0.0574244587404062 0.4225562570376996 0.5200192842218941 0.4 0.4
1042 0.057426966046213855 0.42264351898442354 0.5199295149693625 0.4 0.4
1043 0.057429466873874124 0.4227305484462094 0.5198399846799165 0.4 0.4
1044 0.05743196124439502 0.42281734622736605 0.5197506925282389 0.4 0.4
1045 0.05743444917870815 0.4229039131288369 0.5196616376924549 0.4 0.4
1046 0.057436930697668684 0.42299024994821355 0.5195728193541177 0.4 0.4
1047 0.057439405822055756 0.42307635747975403 0.5194842366981902 0.4 0.4
1048 0.057441874572572785 0.4231622365143974 0.5193958889130299 0.4 0.4
1049 0.05744433696984747 0.42324788783978035 0.5193077751903723 0.4 0.4
1050 0.057446793034432425 0.4233333122402526 0.5192198947253148 0.4 0.4
1051 0.05744924278680517 0.423418510496894 0.5191322467163008 0.4 0.4
1052 0.057451686247368454 0.42350348338752813 0.5190448303651034 0.4 0.4
1053 0.0574541234364506 0.42358823168673965 0.5189576448768097 0.4 0.4
1054 0.057456554374305635 0.4236727561658889 0.5188706894598054 0.4 0.4
1055 0.05745897908111368 0.42375705759312776 0.5187839633257585 0.4 0.4
1056 0.05746139757698111 0.42384113673341506 0.5186974656896038 0.4 0.4
1057 0.057463809881940865 0.42392499434853176 0.5186111957695275 0.4 0.4
1058 0.057466216015952656 0.4240086311970956 0.5185251527869518 0.4 0.4
1059 0.057468615998903336 0.4240920480345772 0.5184393359665195 0.4 0.4
1060 0.05747100985060704 0.4241752456133148 0.5183537445360782 0.4 0.4
1061 0.05747339759080548 0.42425822468252844 0.518268377726666 0.4 0.4
1062 0.05747577923916829 0.4243409859883362 0.5181832347724955 0.4 0.4
1063 0.057478154815293066 0.4244235302737678 0.5180983149109392 0.4 0.4
1064 0.05748052433870585 0.4245058582787801 0.5180136173825142 0.4 0.4
1065 0.05748288782886131 0.4245879707402713 0.5179291414308673 0.4 0.4
1066 0.057485245305142936 0.42466986839209614 0.517844886302761 0.4 0.4
1067 0.057487596786863354 0.42475155196507924 0.5177608512480574 0.4 0.4
1068 0.05748994229326461 0.4248330221870307 0.5176770355197047 0.4 0.4
1069 0.05749228184351833 0.42491427978276003 0.5175934383737216 0.4 0.4
1070 0.05749461545672603 0.4249953254740904 0.5175100590691836 0.4 0.4
1071 0.05749694315191936 0.4250761599798727 0.517426896868208 0.4 0.4
1072 0.057499264948060444 0.4251567840159999 0.5173439510359397 0.4 0.4
1073 0.05750158086404193 0.4252371982954207 0.5172612208405373 0.4 0.4
1074 0.05750389091868746 0.42531740352815445 0.5171787055531579 0.4 0.4
1075 0.057506195130751746 0.4253974004213038 0.5170964044479445 0.4 0.4
1076 0.05750849351892099 0.4254771896790694 0.5170143168020097 0.4 0.4
1077 0.05751078610181294 0.4255567720027632 0.5169324418954239 0.4 0.4
1078 0.05751307289797733 0.4256361480908229 0.5168507790111998 0.4 0.4
1079 0.05751535392589596 0.42571531863882417 0.5167693274352798 0.4 0.4
1080 0.05751762920398309 0.4257942843394959 0.5166880864565211 0.4 0.4
1081 0.05751989875058557 0.4258730458827319 0.5166070553666825 0.4 0.4
1082 0.05752216258398322 0.425951603955606 0.5165262334604107 0.4 0.4
1083 0.05752442072238892 0.4260299592423839 0.5164456200352271 0.4 0.4
1084 0.05752667318394894 0.4261081124245378 0.5163652143915132 0.4 0.4
1085 0.057528919986743254 0.4261860641807583 0.5162850158324984 0.4 0.4
1086 0.05753116114878563 0.4262638151869682 0.5162050236642463 0.4 0.4
1087 0.05753339668802396 0.42634136611633594 0.5161252371956402 0.4 0.4
1088 0.05753562662234054 0.42641871763928746 0.516045655738372 0.4 0.4
1089 0.057537850969552246 0.42649587042352044 0.5159662786069272 0.4 0.4
1090 0.05754006974741082 0.42657282513401606 0.515887105118573 0.4 0.4
1091 0.05754228297360305 0.4266495824330523 0.5158081345933447 0.4 0.4
1092 0.057544490665751125 0.4267261429802165 0.5157293663540323 0.4 0.4
1093 0.05754669284141274 0.4268025074324183 0.515650799726169 0.4 0.4
1094 0.05754888951808145 0.42687867644390187 0.5155724340380167 0.4 0.4
1095 0.05755108071318682 0.42695465066625854 0.5154942686205546 0.4 0.4
1096 0.05755326644409476 0.4270304307484394 0.5154163028074659 0.4 0.4
1097 0.05755544672810765 0.42710601733676734 0.5153385359351251 0.4 0.4
1098 0.05755762158246467 0.4271814110749496 0.5152609673425856 0.4 0.4
1099 0.05755979102434203 0.4272566126040906 0.5151835963715674 0.4 0.4
1100 0.05756195507085309 0.42733162256270274 0.5151064223664441 0.4 0.4
1101 0.05756411373904879 0.4274064415867199 0.5150294446742313 0.4 0.4
1102 0.057566267045917704 0.42748107030950866 0.5149526626445736 0.4 0.4
1103 0.05756841500838641 0.4275555093618808 0.5148760756297328 0.4 0.4
1104 0.05757055764331962 0.42762975937210507 0.5147996829845752 0.4 0.4
1105 0.0575726949675205 0.427703820965919 0.5147234840665603 0.4 0.4
1106 0.057574826997730824 0.42777769476654065 0.5146474782357284 0.4 0.4
1107 0.05757695375063122 0.4278513813946807 0.514571664854688 0.4 0.4
1108 0.05757907524284151 0.42792488146855384 0.5144960432886048 0.4 0.4
1109 0.057581191490920766 0.4279981956038907 0.5144206129051887 0.4 0.4
1110 0.057583302511367694 0.4280713244139485 0.5143453730746839 0.4 0.4
1111 0.05758540832062071 0.4281442685095243 0.5142703231698549 0.4 0.4
1112 0.05758750893505834 0.428217028498965 0.5141954625659768 0.4 0.4
1113 0.05758960437099936 0.4282896049881789 0.5141207906408217 0.4 0.4
1114 0.057591694644702957 0.4283619985806481 0.514046306774649 0.4 0.4
1115 0.0575937797723691 0.4284342098774379 0.5139720103501929 0.4 0.4
1116 0.05759585977013864 0.42850623947721056 0.5138979007526508 0.4 0.4
1117 0.05759793465409358 0.4285780879762336 0.5138239773696729 0.4 0.4
1118 0.05760000444025734 0.4286497559683932 0.5137502395913495 0.4 0.4
1119 0.05760206914459492 0.42872124404520423 0.5136766868102008 0.4 0.4
1120 0.05760412878301317 0.4287925527958212 0.5136033184211656 0.4 0.4
1121 0.05760618337136098 0.4288636828070497 0.5135301338215894 0.4 0.4
1122 0.05760823292542949 0.4289346346633566 0.5134571324112139 0.4 0.4
1123 0.05761027746095234 0.42900540894688133 0.5133843135921663 0.4 0.4
1124 0.05761231699360588 0.429076006237447 0.513311676768947 0.4 0.4
1125 0.057614351539009526 0.4291464271125702 0.5132392213484205 0.4 0.4
1126 0.05761638111272551 0.4292166721474719 0.5131669467398025 0.4 0.4
1127 0.05761840573025981 0.4292867419150888 0.5130948523546514 0.4 0.4
1128 0.05762042540706177 0.4293566369860832 0.5130229376068551 0.4 0.4
1129 0.057622440158524586 0.42942635792885336 0.5129512019126221 0.4 0.4
1130 0.05762444999998548 0.4294959053095444 0.5128796446904702 0.4 0.4
1131 0.057626454946725934 0.42956527969205854 0.5128082653612156 0.4 0.4
1132 0.057628455013971784 0.4296344816380654 0.5127370633479629 0.4 0.4
1133 0.057630450216893656 0.4297035117070117 0.5126660380760947 0.4 0.4
1134 0.05763244057060699 0.4297723704561329 0.5125951889732601 0.4 0.4
1135 0.057634426090172296 0.4298410584404619 0.5125245154693658 0.4 0.4
1136 0.05763640679059539 0.42990957621283993 0.5124540169965647 0.4 0.4
1137 0.05763838268682761 0.42997792432392645 0.512383692989246 0.4 0.4
1138 0.05764035379376604 0.4300461033222092 0.5123135428840248 0.4 0.4
1139 0.057642320126253664 0.430114113754014 0.5122435661197324 0.4 0.4
1140 0.05764428169907964 0.43018195616351457 0.5121737621374057 0.4 0.4
1141 0.05764623852697942 0.4302496310927433 0.5121041303802774 0.4 0.4
1142 0.057648190624635 0.4303171390815998 0.5120346702937651 0.4 0.4
1143 0.05765013800667529 0.43038448066786117 0.5119653813254635 0.4 0.4
1144 0.05765208068767594 0.43045165638719207 0.5118962629251319 0.4 0.4
1145 0.05765401868215994 0.43051866677315404 0.511827314544686 0.4 0.4
1146 0.05765595200459766 0.4305855123572146 0.5117585356381877 0.4 0.4
1147 0.05765788066940695 0.43065219366875807 0.5116899256618349 0.4 0.4
1148 0.0576598046909535 0.4307187112350943 0.5116214840739522 0.4 0.4
1149 0.05766172408355102 0.4307850655814676 0.5115532103349814 0.4 0.4
1150 0.057663638861461315 0.4308512572310672 0.5114851039074714 0.4 0.4
1151 0.05766554903889477 0.43091728670503604 0.5114171642560692 0.4 0.4
1152 0.05766745463001015 0.43098315452248026 0.5113493908475096 0.4 0.4
1153 0.057669355648915094 0.43104886120047864 0.5112817831506064 0.4 0.4
1154 0.05767125210966633 0.43111440725409106 0.5112143406362426 0.4 0.4
1155 0.05767314402626959 0.43117979319636857 0.5111470627773618 0.4 0.4
1156 0.05767503141268018 0.43124501953836253 0.5110799490489574 0.4 0.4
1157 0.057676914282802826 0.4313100867891325 0.5110129989280646 0.4 0.4
1158 0.05767879265049219 0.43137499545575675 0.510946211893751 0.4 0.4
1159 0.057680666529552796 0.43143974604334057 0.5108795874271066 0.4 0.4
1160 0.05768253593373937 0.43150433905502505 0.5108131250112354 0.4 0.4
1161 0.057684400876757046 0.4315687749919964 0.5107468241312465 0.4 0.4
1162 0.05768626137226145 0.4316330543534943 0.5106806842742442 0.4 0.4
1163 0.05768811743385905 0.4316971776368214 0.5106147049293195 0.4 0.4
1164 0.05768996907510714 0.4317611453373513 0.5105488855875415 0.4 0.4
1165 0.05769181630951425 0.431824957948538 0.5104832257419477 0.4 0.4
1166 0.057693659150540234 0.431888615961924 0.5104177248875358 0.4 0.4
1167 0.057695497611596334 0.43195211986714954 0.510352382521254 0.4 0.4
1168 0.057697331706045685 0.43201547015196 0.5102871981419942 0.4 0.4
1169 0.05769916144720324 0.4320786673022165 0.5102221712505803 0.4 0.4
1170 0.05770098684833597 0.432141711801902 0.510157301349762 0.4 0.4
1171 0.057702807922663184 0.4322046041331315 0.5100925879442053 0.4 0.4
1172 0.05770462468335668 0.43226734477615975 0.5100280305404836 0.4 0.4
1173 0.057706437143540734 0.43232993420938987 0.5099636286470693 0.4 0.4
1174 0.05770824531629275 0.43239237290938154 0.5098993817743258 0.4 0.4
1175 0.05771004921464284 0.432454661350859 0.5098352894344982 0.4 0.4
1176 0.05771184885157442 0.4325168000067201 0.5097713511417054 0.4 0.4
1177 0.057713644240024405 0.43257878934804367 0.5097075664119319 0.4 0.4
1178 0.05771543539288312 0.43264062984409807 0.5096439347630188 0.4 0.4
1179 0.05771722232299469 0.4327023219623493 0.509580455714656 0.4 0.4
1180 0.05771900504315716 0.43276386616846924 0.5095171287883737 0.4 0.4
1181 0.05772078356612269 0.43282526292634294 0.5094539535075343 0.4 0.4
1182 0.05772255790459773 0.432886512698078 0.5093909293973243 0.4 0.4
1183 0.05772432807124317 0.43294761594401066 0.5093280559847461 0.4 0.4
1184 0.05772609407867459 0.433008573122716 0.5092653327986094 0.4 0.4
1185 0.05772785593946238 0.4330693846910135 0.5092027593695242 0.4 0.4
1186 0.05772961366613181 0.43313005110397673 0.5091403352298913 0.4 0.4
1187 0.05773136727116352 0.4331905728149395 0.5090780599138969 0.4 0.4
1188 0.05773311676699342 0.4332509502755058 0.5090159329575008 0.4 0.4
1189 0.05773486216601288 0.43331118393555484 0.5089539538984322 0.4 0.4
1190 0.05773660348056903 0.433371274243251 0.50889212227618 0.4 0.4
1191 0.05773834072296488 0.43343122164505044 0.5088304376319847 0.4 0.4
1192 0.0577400739054595 0.4334910265857085 0.5087688995088321 0.4 0.4
1193 0.05774180304026816 0.43355068950828807 0.5087075074514438 0.4 0.4
1194 0.057743528139562496 0.4336102108541666 0.5086462610062709 0.4 0.4
1195 0.05774524921547068 0.43366959106304326 0.508585159721486 0.4 0.4
1196 0.05774696628007778 0.43372883057294737 0.5085242031469749 0.4 0.4
1197 0.057748679345425595 0.43378792982024467 0.5084633908343296 0.4 0.4
1198 0.057750388423513065 0.43384688923964587 0.508402722336841 0.4 0.4
1199 0.057752093526296386 0.433905709264213 0.5083421972094906 0.4 0.4
1200 0.05775379466568916 0.4339643903253671 0.5082818150089436 0.4 0.4
1201 0.057755491853562484 0.4340229328528959 0.5082215752935416 0.4 0.4
1202 0.057757185101745274 0.4340813372749603 0.5081614776232944 0.4 0.4
1203 0.05775887442202441 0.4341396040181019 0.5081015215598736 0.4 0.4
1204 0.057760559826144746 0.4341977335072503 0.5080417066666048 0.4 0.4
1205 0.05776224132580943 0.4342557261657306 0.50798203250846 0.4 0.4
1206 0.057763918932679945 0.43431358241526896 0.507922498652051 0.4 0.4
1207 0.05776559265837643 0.4343713026760014 0.5078631046656221 0.4 0.4
1208 0.05776726251447771 0.4344288873664801 0.507803850119042 0.4 0.4
1209 0.057768928512521536 0.4344863369036804 0.5077447345837982 0.4 0.4
1210 0.05777059066400461 0.43454365170300735 0.507685757632988 0.4 0.4
1211 0.057772248980383 0.43460083217830353 0.5076269188413134 0.4 0.4
1212 0.057773903473072076 0.4346578787418551 0.5075682177850728 0.4 0.4
1213 0.05777555415344663 0.4347147918043991 0.5075096540421542 0.4 0.4
1214 0.057777201032841376 0.43477157177513026 0.5074512271920283 0.4 0.4
1215 0.05777884412255069 0.43482821906170743 0.5073929368157418 0.4 0.4
1216 0.05778048343382906 0.4348847340702607 0.5073347824959102 0.4 0.4
1217 0.057782118977891095 0.43494111720539785 0.507276763816711 0.4 0.4
1218 0.05778375076591174 0.4349973688702111 0.5072188803638772 0.4 0.4
1219 0.057785378809026386 0.435053489466284 0.5071611317246896 0.4 0.4
1220 0.05778700311833117 0.4351094793936977 0.507103517487971 0.4 0.4
1221 0.05778862370488289 0.4351653390510379 0.5070460372440793 0.4 0.4
1222 0.057790240579699295 0.4352210688354006 0.5069886905848999 0.4 0.4
1223 0.05779185375375937 0.43527666914239993 0.5069314771038407 0.4 0.4
1224 0.057793463238003155 0.435332140366173 0.5068743963958237 0.4 0.4
1225 0.05779506904333225 0.43538748289938817 0.5068174480572797 0.4 0.4
1226 0.0577966711806097 0.4354426971332498 0.5067606316861405 0.4 0.4
1227 0.057798269660660366 0.4354977834575056 0.5067039468818341 0.4 0.4
1228 0.05779986449427089 0.43555274226045304 0.5066473932452761 0.4 0.4
1229 0.05780145569218984 0.43560757392894484 0.5065909703788652 0.4 0.4
1230 0.05780304326512809 0.43566227884839626 0.5065346778864755 0.4 0.4
1231 0.05780462722375879 0.4357168574027906 0.5064785153734505 0.4 0.4
1232 0.05780620757871747 0.4357713099746862 0.5064224824465964 0.4 0.4
1233 0.057807784340602235 0.43582563694522125 0.5063665787141766 0.4 0.4
1234 0.057809357519974104 0.435879838694122 0.5063108037859039 0.4 0.4
1235 0.05781092712735676 0.43593391559970707 0.5062551572729361 0.4 0.4
1236 0.057812493173237126 0.4359878680388945 0.5061996387878683 0.4 0.4
1237 0.057814055668065155 0.43604169638720747 0.5061442479447272 0.4 0.4
1238 0.05781561462225428 0.43609540101878097 0.5060889843589648 0.4 0.4
1239 0.057817170046181234 0.4361489823063663 0.5060338476474525 0.4 0.4
1240 0.057818721950186454 0.436202440621339 0.5059788374284745 0.4 0.4
1241 0.05782027034457416 0.43625577633370377 0.505923953321722 0.4 0.4
1242 0.057821815239612405 0.43630898981210026 0.5058691949482873 0.4 0.4
1243 0.05782335664553335 0.43636208142380944 0.5058145619306571 0.4 0.4
1244 0.057824894572533286 0.43641505153475907 0.5057600538927076 0.4 0.4
1245 0.057826429030772855 0.43646790050952994 0.5057056704596972 0.4 0.4
1246 0.057827960030377164 0.4365206287113615 0.5056514112582614 0.4 0.4
1247 0.05782948758143585 0.43657323650215735 0.5055972759164067 0.4 0.4
1248 0.05783101169400339 0.4366257242424918 0.5055432640635048 0.4 0.4
1249 0.05783253237809911 0.43667809229161453 0.5054893753302863 0.4 0.4
1250 0.05783404964370732 0.4367303410074574 0.5054356093488352 0.4 0.4
1251 0.05783556350077747 0.43678247074663895 0.5053819657525834 0.4 0.4
1252 0.05783707395922444 0.4368344818644714 0.5053284441763042 0.4 0.4
1253 0.05783858102892832 0.4368863747149648 0.5052750442561069 0.4 0.4
1254 0.057840084719734966 0.436938149650834 0.505221765629431 0.4 0.4
1255 0.05784158504145576 0.4369898070235032 0.5051686079350411 0.4 0.4
1256 0.05784308200386805 0.437041347183112 0.50511557081302 0.4 0.4
1257 0.05784457561671506 0.4370927704785207 0.5050626539047642 0.4 0.4
1258 0.057846065889706165 0.4371440772573161 0.5050098568529778 0.4 0.4
1259 0.05784755283251695 0.43719526786581625 0.5049571793016668 0.4 0.4
1260 0.057849036454789365 0.4372463426490771 0.5049046208961336 0.4 0.4
1261 0.057850516766131836 0.4372973019508961 0.504852181282972 0.4 0.4
1262 0.05785199377611943 0.4373481461138198 0.5047998601100608 0.4 0.4
1263 0.05785346749429404 0.4373988754791471 0.5047476570265589 0.4 0.4
1264 0.05785493793016431 0.43744949038693604 0.5046955716828997 0.4 0.4
1265 0.057856405093206 0.43749999117600835 0.5046436037307858 0.4 0.4
1266 0.05785786899286194 0.43755037818395515 0.5045917528231829 0.4 0.4
1267 0.05785932963854239 0.4376006517471416 0.5045400186143161 0.4 0.4
1268 0.05786078703962479 0.4376508122007129 0.5044884007596623 0.4 0.4
1269 0.0578622412054543 0.43770085987859914 0.5044368989159466 0.4 0.4
1270 0.0578636921453436 0.4377507951135201 0.5043855127411363 0.4 0.4
1271 0.057865139868573265 0.4378006182369909 0.5043342418944358 0.4 0.4
1272 0.05786658438439166 0.4378503295793271 0.5042830860362811 0.4 0.4
1273 0.05786802570201533 0.43789992946964956 0.5042320448283351 0.4 0.4
1274 0.05786946383062884 0.43794941823588956 0.5041811179334816 0.4 0.4
1275 0.05787089877938508 0.43799879620479376 0.5041303050158212 0.4 0.4
1276 0.05787233055740541 0.43804806370192995 0.5040796057406647 0.4 0.4
1277 0.05787375917377963 0.4380972210516907 0.5040290197745297 0.4 0.4
1278 0.057875184637566295 0.4381462685772995 0.5039785467851342 0.4 0.4
1279 0.05787660695779259 0.43819520660081546 0.5039281864413919 0.4 0.4
1280 0.05787802614345479 0.43824403544313795 0.5038779384134073 0.4 0.4
1281 0.05787944220351796 0.4382927554240115 0.5038278023724705 0.4 0.4
1282 0.05788085514691652 0.438341366862031 0.5037777779910525 0.4 0.4
1283 0.057882264982554055 0.43838987007464647 0.5037278649427995 0.4 0.4
1284 0.05788367171930346 0.43843826537816755 0.503678062902529 0.4 0.4
1285 0.05788507536600727 0.438486553087769 0.5036283715462238 0.4 0.4
1286 0.05788647593147751 0.43853473351749456 0.503578790551028 0.4 0.4
1287 0.057887873424496 0.4385828069802625 0.5035293195952415 0.4 0.4
1288 0.05788926785381446 0.4386307737878701 0.5034799583583155 0.4 0.4
1289 0.05789065922815451 0.4386786342509984 0.503430706520847 0.4 0.4
1290 0.057892047556207894 0.4387263886792169 0.5033815637645752 0.4 0.4
1291 0.05789343284663649 0.43877403738098786 0.5033325297723756 0.4 0.4
1292 0.05789481510807265 0.43882158066367116 0.5032836042282561 0.4 0.4
1293 0.05789619434911897 0.43886901883353 0.5032347868173509 0.4 0.4
1294 0.05789757057834873 0.43891635219573355 0.5031860772259177 0.4 0.4
1295 0.05789894380430587 0.43896358105436295 0.5031374751413311 0.4 0.4
1296 0.05790031403550502 0.43901070571241557 0.5030889802520794 0.4 0.4
1297 0.05790168128043182 0.4390577264718094 0.5030405922477589 0.4 0.4
1298 0.05790304554754281 0.43910464363338736 0.5029923108190698 0.4 0.4
1299 0.05790440684526571 0.43915145749692225 0.502944135657812 0.4 0.4
1300 0.05790576518199945 0.43919816836112124 0.5028960664568792 0.4 0.4
1301 0.05790712056611432 0.43924477652363 0.5028481029102557 0.4 0.4
1302 0.05790847300595206 0.43929128228103687 0.5028002447130111 0.4 0.4
1303 0.05790982250982594 0.4393376859288782 0.5027524915612959 0.4 0.4
1304 0.05791116908602095 0.43938398776164206 0.5027048431523371 0.4 0.4
1305 0.057912512742793826 0.43943018807277257 0.5026572991844336 0.4 0.4
1306 0.057913853488373246 0.4394762871546747 0.5026098593569521 0.4 0.4
1307 0.05791519133095984 0.4395222852987182 0.502562523370322 0.4 0.4
1308 0.05791652627872642 0.43956818279524196 0.5025152909260316 0.4 0.4
1309 0.0579178583398179 0.43961397993355883 0.5024681617266233 0.4 0.4
1310 0.05791918752235163 0.4396596770019589 0.5024211354756895 0.4 0.4
1311 0.05792051383441737 0.43970527428771466 0.502374211877868 0.4 0.4
1312 0.057921837284077356 0.43975077207708463 0.502327390638838 0.4 0.4
1313 0.05792315787936659 0.43979617065531806 0.5022806714653154 0.4 0.4
1314 0.0579244756282927 0.43984147030665877 0.5022340540650485 0.4 0.4
1315 0.057925790538836265 0.4398866713143494 0.5021875381468143 0.4 0.4
1316 0.0579271026189508 0.4399317739606357 0.5021411234204135 0.4 0.4
1317 0.05792841187656282 0.4399767785267702 0.502094809596667 0.4 0.4
1318 0.057929718319572145 0.440021685293017 0.5020485963874108 0.4 0.4
1319 0.05793102195585178 0.4400664945386557 0.5020024835054926 0.4 0.4
1320 0.057932322793248114 0.4401112065419847 0.5019564706647672 0.4 0.4
1321 0.05793362083958106 0.4401558215803261 0.5019105575800928 0.4 0.4
1322 0.057934916102644056 0.4402003399300298 0.501864743967326 0.4 0.4
1323 0.05793620859020427 0.44024476186647704 0.5018190295433186 0.4 0.4
1324 0.057937498310002666 0.4402890876640842 0.5017734140259131 0.4 0.4
1325 0.05793878526975403 0.44033331759630745 0.5017278971339385 0.4 0.4
1326 0.05794006947714723 0.4403774519356466 0.5016824785872062 0.4 0.4
1327 0.05794135093984514 0.4404214909536482 0.5016371581065067 0.4 0.4
1328 0.057942629665484885 0.44046543492091056 0.5015919354136045 0.4 0.4
1329 0.057943905661677876 0.4405092841070874 0.5015468102312347 0.4 0.4
1330 0.057945178936009804 0.4405530387808907 0.5015017822830995 0.4 0.4
1331 0.057946449496041 0.44059669921009625 0.5014568512938627 0.4 0.4
1332 0.0579477173493063 0.44064026566154624 0.5014120169891474 0.4 0.4
1333 0.05794898250331525 0.4406837384011534 0.5013672790955314 0.4 0.4
1334 0.05795024496555213 0.4407271176939048 0.501322637340543 0.4 0.4
1335 0.0579515047434761 0.44077040380386645 0.5012780914526574 0.4 0.4
1336 0.057952761844521444 0.4408135969941856 0.501233641161293 0.4 0.4
1337 0.0579540162760972 0.44085669752709533 0.5011892861968075 0.4 0.4
1338 0.05795526804558796 0.4408997056639187 0.5011450262904934 0.4 0.4
1339 0.05795651716035322 0.44094262166507175 0.5011008611745751 0.4 0.4
1340 0.05795776362772809 0.44098544579006715 0.5010567905822048 0.4 0.4
1341 0.057959007455022984 0.4410281782975187 0.5010128142474582 0.4 0.4
1342 0.05796024864952396 0.4410708194451444 0.5009689319053316 0.4 0.4
1343 0.05796148721849258 0.44111336948976987 0.5009251432917375 0.4 0.4
1344 0.05796272316916627 0.4411558286873325 0.5008814481435013 0.4 0.4
1345 0.05796395650875823 0.441198197292885 0.5008378461983568 0.4 0.4
1346 0.05796518724445755 0.441240475560599 0.5007943371949434 0.4 0.4
1347 0.057966415383429386 0.44128266374376823 0.5007509208728025 0.4 0.4
1348 0.05796764093281495 0.4413247620948124 0.5007075969723727 0.4 0.4
1349 0.05796886389973169 0.4413667708652811 0.5006643652349873 0.4 0.4
1350 0.05797008429127326 0.44140869030585667 0.5006212254028701 0.4 0.4
1351 0.057971302114509786 0.441450520666358 0.5005781772191322 0.4 0.4
