mass br_wb br_zt br_ht s_u_r s_d_r
536 0.05474019029438699 0.31473793665630995 0.6305218730493031 0.4 0.4
537 0.05474807545115857 0.3151970967809281 0.6300548277679133 0.4 0.4
538 0.05475598586579316 0.3156545236218507 0.6295894905123561 0.4 0.4
539 0.05476392049978158 0.3161102231225428 0.6291258563776756 0.4 0.4
540 0.05477187833737592 0.31656420124050505 0.628663920422119 0.4 0.4
541 0.05477985838508842 0.3170164639462911 0.6282036776686204 0.4 0.4
542 0.054787859671201866 0.3174670172225497 0.6277451231062485 0.4 0.4
543 0.05479588124529224 0.3179158670630908 0.6272882516916168 0.4 0.4
544 0.05480392217776271 0.3183630194719766 0.6268330583502608 0.4 0.4
545 0.054811981559388726 0.31880848046263444 0.6263795379779769 0.4 0.4
546 0.05482005850087413 0.31925225605699475 0.6259276854421311 0.4 0.4
547 0.05482815213241775 0.31969435228464843 0.6254774955829339 0.4 0.4
548 0.05483626160329035 0.3201347751820279 0.6250289632146816 0.4 0.4
549 0.054844386081421594 0.32057353079160883 0.6245820831269697 0.4 0.4
550 0.054852524752996644 0.32101062516113177 0.6241368500858717 0.4 0.4
551 0.05486067682206259 0.3214460643428448 0.6236932588350925 0.4 0.4
552 0.0548688415101437 0.3218798543927654 0.6232513040970908 0.4 0.4
553 0.05487701805586613 0.3223120013699622 0.6228109805741718 0.4 0.4
554 0.054885205714590796 0.3227425113358529 0.6223722829495563 0.4 0.4
555 0.05489340375805574 0.3231713903535248 0.6219352058884193 0.4 0.4
556 0.05490161147402571 0.32359864448706943 0.621499744038905 0.4 0.4
557 0.05490982816595068 0.32402427980093534 0.6210658920331141 0.4 0.4
558 0.054918053152631915 0.32444830235929967 0.6206336444880685 0.4 0.4
559 0.05492628576789579 0.3248707182254545 0.6202029960066499 0.4 0.4
560 0.054934525360275016 0.32529153346120954 0.6197739411785155 0.4 0.4
561 0.05494277129269745 0.32571075412631173 0.6193464745809907 0.4 0.4
562 0.05495102294218165 0.32612838627787927 0.618920590779939 0.4 0.4
563 0.0549592796995396 0.32654443596985067 0.6184962843306097 0.4 0.4
564 0.05496754096908632 0.32695890925244997 0.6180735497784637 0.4 0.4
565 0.0549758061683555 0.3273718121716637 0.6176523816599808 0.4 0.4
566 0.05498407472782241 0.32778315076873493 0.6172327745034426 0.4 0.4
567 0.0549923460906323 0.32819293107966874 0.6168147228296988 0.4 0.4
568 0.055000619712335316 0.3286011591347518 0.616398221152913 0.4 0.4
569 0.05500889506062736 0.32900784095808555 0.615983263981287 0.4 0.4
570 0.05501717161509647 0.32941298256713164 0.6155698458177719 0.4 0.4
571 0.055025448866975316 0.3298165899722693 0.6151579611607554 0.4 0.4
572 0.05503372631889876 0.33021866917636616 0.6147476045047351 0.4 0.4
573 0.05504200348466708 0.33061922617436046 0.6143387703409726 0.4 0.4
574 0.05505027988901444 0.3310182669528538 0.6139314531581318 0.4 0.4
575 0.05505855506738229 0.3314157974897174 0.6135256474429004 0.4 0.4
576 0.055066828565697966 0.33181182375370705 0.613121347680595 0.4 0.4
577 0.05507509994015813 0.33220635170409146 0.6127185483557506 0.4 0.4
578 0.05508336875701679 0.3325993872902884 0.6123172439526948 0.4 0.4
579 0.055091634592378355 0.33299093645151345 0.6119174289561083 0.4 0.4
580 0.055099897031994666 0.33338100511643814 0.6115190978515671 0.4 0.4
581 0.055108155671066965 0.3337695992028576 0.6111222451260756 0.4 0.4
582 0.05511641011405192 0.3341567246173676 0.6107268652685804 0.4 0.4
583 0.05512465997447187 0.33454238725505264 0.6103329527704754 0.4 0.4
584 0.05513290487472931 0.33492659299918115 0.6099405021260895 0.4 0.4
585 0.05514114444592513 0.3353093477209113 0.6095495078331635 0.4 0.4
586 0.055149378327681145 0.3356906572790044 0.6091599643933144 0.4 0.4
587 0.05515760616796609 0.3360705275195481 0.6087718663124858 0.4 0.4
588 0.055165827622925614 0.3364489642756867 0.6083852081013877 0.4 0.4
589 0.055174042356715795 0.33682597336736086 0.6079999842759233 0.4 0.4
590 0.05518225004134006 0.3372015606010546 0.6076161893576053 0.4 0.4
591 0.055190450356490076 0.33757573176955014 0.6072338178739598 0.4 0.4
592 0.05519864298938941 0.3379484926516901 0.6068528643589204 0.4 0.4
593 0.05520682763464104 0.33831984901214923 0.6064733233532097 0.4 0.4
594 0.05521500399407771 0.3386898066012097 0.6060951894047126 0.4 0.4
595 0.055223171776615725 0.33905837115454734 0.6057184570688369 0.4 0.4
596 0.055231330698111675 0.3394255483930224 0.605343120908866 0.4 0.4
597 0.055239480481222215 0.33979134402247796 0.6049691754962999 0.4 0.4
598 0.05524762085526696 0.34015576373354517 0.6045966154111879 0.4 0.4
599 0.05525575155609381 0.3405188132014541 0.604225435242452 0.4 0.4
600 0.055263872325947754 0.340880498085853 0.6038556295881993 0.4 0.4
601 0.05527198291334181 0.3412408240306311 0.603487193056027 0.4 0.4
602 0.055280083072930954 0.34159979666374857 0.6031201202633204 0.4 0.4
603 0.05528817256538878 0.3419574215970743 0.6027544058375369 0.4 0.4
604 0.05529625115728638 0.34231370442622583 0.6023900444164877 0.4 0.4
605 0.05530431862097412 0.3426686507304181 0.6020270306486077 0.4 0.4
606 0.05531237473446554 0.3430222660723161 0.6016653591932184 0.4 0.4
607 0.05532041928132385 0.3433745559978932 0.601305024720783 0.4 0.4
608 0.05532845205055071 0.34372552603629547 0.6009460219131537 0.4 0.4
609 0.055336472836477406 0.3440751816997102 0.6005883454638123 0.4 0.4
610 0.05534448143865801 0.34442352848323926 0.6002319900781027 0.4 0.4
611 0.055352477661764925 0.3447705718647798 0.5998769504734552 0.4 0.4
612 0.0553604613154867 0.3451163173049056 0.5995232213796077 0.4 0.4
613 0.05536843221442755 0.3454607702467574 0.599170797538815 0.4 0.4
614 0.055376390178009265 0.34580393611593474 0.5988196737060559 0.4 0.4
615 0.05538433503037509 0.3461458203203942 0.5984698446492308 0.4 0.4
616 0.05539226660029521 0.34648642825035053 0.5981213051493542 0.4 0.4
617 0.05540018472107468 0.34682576527818343 0.5977740500007419 0.4 0.4
618 0.055408089230462906 0.34716383675834755 0.5974280740111896 0.4 0.4
619 0.055415979970565 0.34750064802728703 0.597083372002148 0.4 0.4
620 0.05542385678775485 0.3478362044033536 0.5967399388088915 0.4 0.4
621 0.05543171953259017 0.3481705111867294 0.5963977692806803 0.4 0.4
622 0.055439568059729126 0.34850357365935314 0.5960568582809178 0.4 0.4
623 0.055447402227848525 0.34883539708484884 0.5957172006873026 0.4 0.4
624 0.05545522189956396 0.34916598670846083 0.5953787913919752 0.4 0.4
625 0.05546302694135117 0.34949534775698965 0.5950416253016592 0.4 0.4
626 0.055470817223469304 0.3498234854387329 0.5947056973377978 0.4 0.4
627 0.05547859261988558 0.35015040494342936 0.5943710024366852 0.4 0.4
628 0.0554863530082013 0.35047611144220564 0.594037535549593 0.4 0.4
629 0.05549409826957979 0.35080061008752705 0.5937052916428931 0.4 0.4
630 0.055501828288675115 0.3511239060131508 0.593374265698174 0.4 0.4
631 0.05550954295356296 0.3514460043340829 0.5930444527123543 0.4 0.4
632 0.0555172421556721 0.35176691014653727 0.5927158476977906 0.4 0.4
633 0.055524925789718016 0.3520866285278991 0.5923884456823829 0.4 0.4
634 0.05553259375363713 0.35240516453668963 0.5920622417096734 0.4 0.4
635 0.05554024594852279 0.3527225232125345 0.5917372308389428 0.4 0.4
636 0.05554788227856245 0.35303870957613476 0.5914134081453029 0.4 0.4
637 0.05555550265097572 0.35335372862924064 0.5910907687197835 0.4 0.4
638 0.05556310697595432 0.35366758535462733 0.5907693076694184 0.4 0.4
639 0.05557069516660251 0.3539802847160742 0.5904490201173233 0.4 0.4
640 0.0555782671388791 0.35429183165834516 0.5901299012027758 0.4 0.4
641 0.05558582281154063 0.3546022311071736 0.5898119460812858 0.4 0.4
642 0.05559336210608524 0.3549114879692468 0.5894951499246679 0.4 0.4
643 0.05560088494669827 0.3552196071321963 0.5891795079211055 0.4 0.4
644 0.05560839126019837 0.3555265934645857 0.588865015275216 0.4 0.4
645 0.055615880975984765 0.3558324518159058 0.5885516672081095 0.4 0.4
646 0.055623354025986005 0.356137187016568 0.5882394589574461 0.4 0.4
647 0.055630810344609136 0.3564408038779019 0.5879283857774891 0.4 0.4
648 0.055638249868689926 0.35674330719215375 0.5876184429391563 0.4 0.4
649 0.055645672537444624 0.357044701732488 0.5873096257300673 0.4 0.4
650 0.05565307829242183 0.35734499225298966 0.5870019294545885 0.4 0.4
651 0.055660467077456054 0.357644183488669 0.586695349433875 0.4 0.4
652 0.05566783883862162 0.35794228015546853 0.5863898810059097 0.4 0.4
653 0.05567519352418763 0.35823928695027124 0.5860855195255412 0.4 0.4
654 0.05568253108457411 0.3585352085509105 0.5857822603645155 0.4 0.4
655 0.05568985147230845 0.3588300496161815 0.5854800989115101 0.4 0.4
656 0.055697154641983077 0.35912381478585625 0.5851790305721608 0.4 0.4
657 0.05570444055021388 0.35941650868069663 0.5848790507690894 0.4 0.4
658 0.05571170915559927 0.3597081359024726 0.5845801549419282 0.4 0.4
659 0.05571896041868022 0.35999870103397935 0.5842823385473404 0.4 0.4
660 0.05572619430190097 0.36028820863905775 0.5839855970590413 0.4 0.4
661 0.05573341076957045 0.3605766632626152 0.5836899259678143 0.4 0.4
662 0.05574060978782458 0.36086406943064764 0.5833953207815278 0.4 0.4
663 0.0557477913245892 0.3611504316502642 0.5831017770251467 0.4 0.4
664 0.05575495534954362 0.3614357544097124 0.5828092902407439 0.4 0.4
665 0.05576210183408506 0.3617200421784042 0.5825178559875107 0.4 0.4
666 0.055769230751293586 0.36200329940694426 0.5822274698417621 0.4 0.4
667 0.055776342075897926 0.3622855305271587 0.5819381273969435 0.4 0.4
668 0.055783435784241574 0.3625667399521256 0.5816498242636328 0.4 0.4
669 0.055790511854250074 0.36284693207620666 0.5813625560695433 0.4 0.4
670 0.055797570265398326 0.3631261112750793 0.5810763184595223 0.4 0.4
671 0.05580461099867904 0.3634042819057705 0.5807911070955504 0.4 0.4
672 0.055811634036571356 0.36368144830669175 0.5805069176567368 0.4 0.4
673 0.05581863936301048 0.3639576147976747 0.5802237458393148 0.4 0.4
674 0.055825626963357494 0.3642327856800078 0.5799415873566348 0.4 0.4
675 0.05583259682436994 0.3645069652364745 0.5796604379391557 0.4 0.4
