mass s_L res ratio channel
645.6953934063961 0.11599222198828008 1 0.2738994178500501 31
920.2738721166771 0.008956106386227902 1 0.015058790717019741 31
1133.9169156535504 0.3223234642881968 1 0.37334318741675115 31
734.9286474380059 0.38207348653347717 1 0.8394855669435544 31
637.7657468254197 0.4075785844864681 1 0.9624398524779602 31
1066.8115389603695 0.4174178466083547 1 0.5093947656756536 31
766.707001451855 0.4293426964480317 1 0.8872228903332103 31
864.8685816741457 0.10049097470575696 1 0.18422266706702278 31
857.5359563828865 0.8308923069624836 0 1.5331919723964005 31
735.9309857911329 0.05453274808811448 1 0.1195798720041026 31
928.8495032323326 0.11803066902925641 1 0.19400726054731313 31
671.3795940875995 0.774948783551489 0 1.8299332234518622 31
990.854041899772 0.889316327201116 0 1.2578654805428333 31
1025.376845598257 0.02496784808089536 1 0.03290734575685791 31
652.4506428599035 0.9952112894131866 0 2.350052340885512 31
1189.4034012247016 0.8197951349641216 1 0.9581286537381015 31
723.7272264255746 0.8514727896695993 0 1.9135068700993085 31
621.1775701875908 0.610520619107874 0 1.44165909827984 31
1180.0381785871095 0.7127355797978043 1 0.8317366544713919 31
1147.4431185952521 0.9924764436139197 0 1.152085055575883 31
849.7680927623641 0.9590765283081715 0 1.7820895013925375 31
1033.8664858391783 0.2639435819844732 1 0.3422637434072319 31
1169.5358807630264 0.6431448470495502 1 0.7492487644524432 31
889.0526145846671 0.20625079916079314 1 0.370158664668286 31
768.6432956506944 0.20862877002651192 1 0.4295674937991362 31
985.3625082437404 0.31986482972673014 1 0.4580820458841441 31
894.5563175099526 0.625551148454121 0 1.117334199908337 31
958.6981549211209 0.5700375390590678 1 0.8691469554146825 31
1115.351778613091 0.8273359828049699 1 0.9554333267059282 31
1091.9618019827478 0.052034161640512555 1 0.060767187990512526 31
892.130788607348 0.22906655221938876 1 0.4100094640040085 31
1173.9663843347555 0.583155183321967 1 0.6798505792903208 31
1131.2712689153136 0.9821941219986313 0 1.1371780093313035 31
1159.525785878069 0.9571462216480621 0 1.1132462230456797 31
656.2528351576758 0.07291068772956677 1 0.1721683969998689 31
1140.5034887478866 0.13796006898022606 1 0.15996725554926822 31
650.5776369974157 0.9748506068215025 0 2.301973435133923 31
815.4826004471479 0.9547170010615423 0 1.8304490381680438 31
934.7426641585139 0.19841265820731524 1 0.32118282211423743 31
941.4511092648942 0.3883533884108634 1 0.6179776399359016 31
923.9183111501922 0.9055426507809586 0 1.5078821318012858 31
1119.5537039907992 0.777881892135695 1 0.8989293077262338 31
880.7278071198848 0.5010373400543378 1 0.9057646588126844 31
1170.678688635558 0.5715158658232625 1 0.6659260618466745 31
1027.6790491688457 0.6855102414322034 1 0.8994960633569622 31
898.3249313179705 0.9229492157071718 0 1.6431793119921336 31
1016.4876717607556 0.48275974572280533 1 0.6473844378645561 31
947.9148449191043 0.47074698503094026 1 0.737030966549493 31
974.844480440585 0.13751749136601854 1 0.20177457245854707 31
675.4458051085277 0.7309687516668172 0 1.7260805260575884 31
1025.1816650139353 0.641202812158736 1 0.8454168023730464 31
1183.1262307494912 0.7056342469255414 1 0.8238628622011415 31
1090.7412797105517 0.1693257869291238 1 0.19815798802215184 31
864.475355779628 0.8306519731039933 0 1.523304459792652 31
1137.0184534785149 0.2501963012134908 1 0.28994417763385194 31
1151.149063323511 0.2832056165391982 1 0.32894728181069954 31
624.9253711504282 0.9238946455808278 0 2.181648055719942 31
1111.5210107063467 0.7730042318643342 1 0.8921400334338058 31
911.409283840967 0.7848760135972076 0 1.3517356462453076 31
788.7585565260133 0.1554238226011596 1 0.3084448716907876 31
877.9366605447701 0.3094603628973084 1 0.5608059243596974 31
1121.6911269898114 0.43788493493242187 1 0.5061989110562897 31
613.0770160046872 0.7601511220866904 0 1.7949906144452001 31
848.0895482215072 0.06794054320822662 1 0.126433333655453 31
1126.7891482018972 0.0844064495304242 1 0.09765471131665134 31
791.2490594347585 0.5494459520752591 0 1.0855371148948918 31
709.5930440799233 0.3112950853398725 1 0.7202978701261455 31
1017.3639182691415 0.582140946742514 1 0.7793137057062303 31
1199.5347376838029 0.4311977971715748 1 0.5047906823137953 31
740.8254073809961 0.7362910936967736 0 1.5989981829277031 31
660.2701891787387 0.21219188658546806 1 0.5010614781923564 31
1170.3520948709897 0.07661163590841669 1 0.08926258414944277 31
844.3334563067282 0.39954495310887106 1 0.7460543895424424 31
1127.0913890309878 0.19276830205235607 1 0.223035670778142 31
1101.5558552740517 0.1664813043546305 1 0.19183242390243307 31
1058.2051595617363 0.15732537093723065 1 0.1949921179707348 31
971.4165302930667 0.967230196973051 0 1.4306278690567793 31
1091.6823600149664 0.953231418658927 0 1.1137472017765853 31
846.3277571071334 0.9244505132939654 0 1.7230829529391896 31
913.2930511863963 0.7448561383225114 0 1.2762267027729695 31
687.1687455431811 0.779478279927694 0 1.8406289959729005 31
738.0754550753925 0.6280842446970307 0 1.3714260152903959 31
691.3902500491417 0.9830844537670885 0 2.321416513699055 31
801.7835390376574 0.627157340941725 0 1.217916919218024 31
1108.2165398153797 0.2923508518705765 1 0.33722911436630054 31
1054.7362182222587 0.8082102508573077 0 1.00806152414587 31
1187.2184567030536 0.730866189134649 1 0.853890217193382 31
1096.0062143711812 0.7547827380963521 1 0.8754020018415648 31
641.411534467773 0.2694849967381904 1 0.6363511489017857 31
1040.3681787121286 0.8903148050219318 0 1.1404117093029162 31
904.8756602486982 0.2999811832078044 1 0.5260510884423079 31
759.345280698659 0.2811055010798067 1 0.5890132104155055 31
1123.7091728575456 0.4422706405269974 1 0.5114348813427398 31
973.4337305669319 0.883178167252076 0 1.3001367389068796 31
679.7857648443554 0.051685016793713845 1 0.1220469421889225 31
1006.8506420962649 0.9965329855909044 0 1.3621495698718307 31
903.9490355308797 0.9462337114586619 0 1.6636280665159187 31
1037.6386893382164 0.6344644832057174 1 0.81687525660739 31
796.9880731999372 0.260226826744849 1 0.5089011311388844 31
700.2068757596867 0.5917642017158785 0 1.3967502935144398 31
723.5840957089599 0.9498070179385413 0 2.135114643189526 31
722.4007256713974 0.8946715377053455 0 2.0160316051511407 31
792.9065870266354 0.8217431520129401 0 1.6187107631948672 31
720.1130189563754 0.4330578889694763 1 0.9804211270632837 31
958.8214703130541 0.404870766387162 1 0.6171295135910447 31
846.5897364379679 0.4230357797956741 1 0.7883098523779809 31
1068.4719233486137 0.13436553519294647 1 0.163487279943408 31
1133.5185482484067 0.5929030425785612 1 0.6867079864826482 31
680.2557515189225 0.46433344328098214 0 1.0964585178463144 31
717.4200284461056 0.09446913474734997 1 0.21506119499369494 31
705.5616712384989 0.3447962433891236 1 0.804614937317656 31
1012.9379623786124 0.765106936948187 0 1.033220100293549 31
711.735537407736 0.4862423449167417 0 1.1200734826453618 31
630.4548443009096 0.4555154951403494 0 1.0756361659596916 31
1080.5241974804726 0.47050979452459774 1 0.5604445552562181 31
864.4425665127272 0.1285511419008919 1 0.23575243951199368 31
641.562409455213 0.2157121917955679 1 0.509374186847927 31
1019.6769402435233 0.5714803452812683 1 0.761587243890077 31
621.6403396744158 0.6927504643797808 0 1.6358333831051681 31
933.4183051628816 0.11696233475202067 1 0.18998196662678413 31
1020.6016306477513 0.7778923418334133 0 1.0347953318997787 31
1191.5688684895517 0.40938935740499605 1 0.47863895702872816 31
839.111925037083 0.00012448452186220038 1 0.00023354748507710125 31
1067.6862605666215 0.8768993679977711 0 1.068450800499554 31
994.6702810019465 0.9048682534775794 0 1.2689677809275683 31
763.5343406848677 0.22225430411754155 1 0.46202560359452793 31
920.557198092708 0.24928319040477287 1 0.41882722219267043 31
958.4584365753819 0.5629462131805812 1 0.8588339627063629 31
1156.8576569733432 0.9526099061195255 0 1.107491751384277 31
878.4457130620374 0.9931178697666488 0 1.7989306629169406 31
1047.7357161805342 0.610343657813283 1 0.7711321756854379 31
749.5288601332791 0.6257254960908979 0 1.3360066163347741 31
923.279869367891 0.9803019953658573 0 1.6351340367547764 31
1132.0796418705488 0.021187633132115136 1 0.024534100591581048 31
807.0492737296113 0.17549014293457232 1 0.33911653949582754 31
1135.8289249950503 0.20222632611780877 1 0.2343084140890437 31
677.0193377715357 0.3751768654508161 1 0.8859277223620053 31
1018.4768314932069 0.2257532459334135 1 0.30155824723002955 31
652.9626562544652 0.43871315238961817 0 1.0359597823276296 31
947.0609128379064 0.9748946685960713 0 1.5296089066387457 31
945.7146634345723 0.39630660251134764 1 0.6239008238313857 31
1101.488926164519 0.3607563978001026 1 0.4156865042261454 31
625.2508884919488 0.2784038109660012 1 0.6574116819533635 31
1171.9114527009142 0.9191266768561285 0 1.0711737540116193 31
993.9969292465458 0.44347668122298056 1 0.6228576630485496 31
869.7251675605623 0.42831535374797947 1 0.7818286373057691 31
867.7952497730942 0.8363065790375244 0 1.529166663140806 31
721.0750702469101 0.9672969520739315 0 2.185598734045212 31
662.8517986649241 0.7767273056506492 0 1.8341329547721454 31
1152.5247998017767 0.28490321052400414 1 0.3309926728830844 31
971.3193132239496 0.6184699660557834 1 0.9149867142412262 31
687.3585685015049 0.9839497334276921 0 2.32345975066145 31
1018.2933483192369 0.5129213707751797 1 0.6853998134672004 31
881.4749887924706 0.5974955418748719 0 1.0794338114597435 31
701.8288222116514 0.7453938312321617 0 1.7532839189696783 31
801.5155082284848 0.6269443324178433 0 1.217810168594522 31
1168.4637885196778 0.015597613873797211 1 0.018167698755904207 31
984.8602785557766 0.9598095696426437 0 1.3761284535715874 31
811.4663132678265 0.7748522802934714 0 1.4911594530831849 31
757.3682944525905 0.9013714688281024 0 1.8957994949278842 31
610.3043118833707 0.2894997097782306 1 0.6836130959197223 31
1001.2257071405134 0.4268355625399103 1 0.5900838730031324 31
1197.3921838009092 0.7447423578663472 1 0.8715439060822794 31
985.2244887718307 0.8681129651443763 0 1.243625391413335 31
902.2470878185852 0.7630781758686948 0 1.3480275617593453 31
1194.6958784471874 0.09599046099295483 1 0.11228470693426729 31
1194.5636497698988 0.6677149273589351 1 0.7810417848435229 31
633.7347494002357 0.09873401661366255 1 0.23314657835601948 31
1040.5232328411664 0.18587139288852772 1 0.23801496808998818 31
630.7979405789999 0.7860111377436276 0 1.8560554264870275 31
857.3241142879839 0.08385211800805958 1 0.1547561933173359 31
837.3125551836126 0.9724902768773223 0 1.8274921941075126 31
1176.510278537719 0.8766777901717429 0 1.0224654289401376 31
716.8381487594322 0.968710314270874 0 2.207941373271474 31
690.8638473329007 0.25968727293233296 1 0.6132151937430761 31
742.318473441637 0.21932294597108193 1 0.47490705536603284 31
754.3692637711929 0.7871019820976273 0 1.6649778206114414 31
651.7608911987 0.7774189300971279 0 1.8357661292213816 31
1097.6060367179361 0.9226693390005158 0 1.0672167400557044 31
1033.3531971201755 0.9477206381055399 0 1.2301380489515743 31
820.2866846769733 0.4847587233337919 1 0.9252863740453712 31
1028.0734143130271 0.8172106892666511 0 1.0714951747857238 31
1136.5282642188693 0.4308299258445205 1 0.4992350109632609 31
678.8829886229329 0.36704279664650785 1 0.8667202559296666 31
727.5557404257718 0.008357108766109733 1 0.01863559673692165 31
1087.1989467287726 0.11322375082467184 1 0.13331279530123724 31
635.7897881237146 0.5785342122101949 0 1.3661276697218596 31
1145.1862061086613 0.6618153537131931 1 0.7679675102572298 31
879.996100858792 0.6918583368074099 0 1.2515283334468348 31
1135.349214172309 0.5647742220542038 1 0.654321911780194 31
1019.2954582192425 0.4121542418898012 1 0.5496696279454428 31
