mass br_wb br_zt br_ht s_l
578 0.4987137566871096 0.18632344788663932 0.31496279542625116 0.1
579 0.4987001172499444 0.18650970569015307 0.3147901770599026 0.1
580 0.4986867619053319 0.18669518439329705 0.31461805370137114 0.1
581 0.49867368647402094 0.18687988794061905 0.31444642558536 0.1
582 0.4986608868417032 0.18706382025566132 0.31427529290263556 0.1
583 0.49864835895788207 0.18724698524104214 0.3141046558010757 0.1
584 0.4986360988347661 0.18742938677853813 0.3139345143866958 0.1
585 0.49862410254618106 0.18761102872916718 0.3137648687246517 0.1
586 0.4986123662265068 0.18779191493327177 0.31359571884022136 0.1
587 0.49860088606963177 0.1879720492106032 0.31342706471976517 0.1
588 0.49858965832793023 0.18815143536040554 0.3132589063116642 0.1
589 0.4985786793112586 0.18833007716150135 0.3130912435272402 0.1
590 0.49856794538596955 0.18850797837237662 0.31292407624165386 0.1
591 0.49855745297394904 0.18868514273126663 0.31275740429478427 0.1
592 0.4985471985516681 0.18886157395624223 0.3125912274920895 0.1
593 0.49853717864925523 0.18903727574529677 0.312425545605448 0.1
594 0.4985273898495851 0.18921225177643217 0.31226035837398264 0.1
595 0.4985178287873864 0.18938650570774745 0.3120956655048661 0.1
596 0.4985084921483649 0.18956004117752528 0.31193146667410976 0.1
597 0.49849937666834454 0.18973286180432059 0.3117677615273348 0.1
598 0.49849047913242495 0.18990497118704813 0.31160454968052703 0.1
599 0.4984817963741531 0.19007637290507123 0.31144183072077586 0.1
600 0.49847332527471294 0.19024707051829032 0.3112796042069968 0.1
601 0.49846506276212976 0.1904170675672319 0.3111178696706384 0.1
602 0.4984570058104877 0.190586367573137 0.3109566266163753 0.1
603 0.4984491514391647 0.19075497403805117 0.3107958745227841 0.1
604 0.49844149671207966 0.1909228904449131 0.3106356128430071 0.1
605 0.4984340387369552 0.19109012025764424 0.31047584100540054 0.1
606 0.4984267746645927 0.19125666692123866 0.3103165584141686 0.1
607 0.49841970168816185 0.19142253386185218 0.31015776444998605 0.1
608 0.49841281704250323 0.1915877244868927 0.309999458470604 0.1
609 0.498406118003444 0.19175224218510967 0.30984163981144647 0.1
610 0.49839960188712473 0.19191609032668352 0.30968430778619166 0.1
611 0.4983932660493414 0.19207927226331678 0.3095274616873418 0.1
612 0.4983871078848967 0.19224179132832253 0.30937110078678076 0.1
613 0.498381124826965 0.19240365083671532 0.30921522433631965 0.1
614 0.49837531434646803 0.19256485408530083 0.3090598315682312 0.1
615 0.4983696739514629 0.1927254043527655 0.30890492169577155 0.1
616 0.4983642011865399 0.19288530489976677 0.3087504939136933 0.1
617 0.4983588936322326 0.19304455896902267 0.30859654739874465 0.1
618 0.4983537489044378 0.1932031697854017 0.30844308131016046 0.1
619 0.49834876465384664 0.1933611405560125 0.3082900947901408 0.1
620 0.49834393856538467 0.19351847447029344 0.3081375869643219 0.1
621 0.4983392683576638 0.1936751747001021 0.3079855569422341 0.1
622 0.4983347517824428 0.1938312443998051 0.3078340038177521 0.1
623 0.4983303866240981 0.19398668670636673 0.3076829266695352 0.1
624 0.49832617069910345 0.19414150473943886 0.3075323245614577 0.1
