#2307.07584_ATLAS_Fig8b_K03
#mass (GeV), k, \sigma_theorie (pb) 
1000 0.3 0.009079082407375752
1100 0.3 0.006506992133316138
1200 0.3 0.0048843996203230084
1300 0.3 0.003688938444684209
1400 0.3 0.0028251983962567155
1500 0.3 0.0021083546298861933
1600 0.3 0.0016341304149236782
1700 0.3 0.0012246956323482849
1800 0.3 0.0009840269504292863
2000 0.3 0.0005784126230174983
2200 0.3 0.00035681865549346784
2400 0.3 0.00022189823414589787
2600 0.3 0.0001448235406236888
2700 0.3 0.00012034265271452484

