#mT (GeV) xs_pp_TT_NNLO (fb)
500.0 3332.1709412448217
600.0 1169.989106589067
700.0 455.0
800.0 196.0
900.0 90.3
1000.0 44
1100.0 22.4
1200.0 11.8
1300.0 6.39
1400.0 3.54
1500.0 2.0
1600.0 1.148
1700.0 0.666
1800.0 0.391
