#mT Tbq_005 Tbq_01 Tbq_02 Tbq_03
773.5 0.293275 0.5866825 1.149075 1.6866249999999998
774.0 0.29159999999999997 0.58333 1.1423 1.6764999999999999
774.5 0.289925 0.5799775 1.1355250000000001 1.6663749999999997
775.0 0.28825 0.576625 1.1287500000000001 1.6562499999999998
775.5 0.286575 0.5732725000000001 1.1219750000000002 1.6461249999999998
776.0 0.2849 0.56992 1.1152000000000002 1.6359999999999997
776.5 0.283225 0.5665675 1.108425 1.6258749999999997
777.0 0.28154999999999997 0.563215 1.1016500000000002 1.6157499999999998
777.5 0.279875 0.5598625 1.094875 1.6056249999999999
778.0 0.2782 0.5565100000000001 1.0881 1.5955
778.5 0.276525 0.5531575 1.081325 1.585375
779.0 0.27485 0.549805 1.0745500000000001 1.5752499999999998
779.5 0.273175 0.5464525 1.0677750000000001 1.5651249999999999
780.0 0.27149999999999996 0.5431 1.0610000000000002 1.5549999999999997
780.5 0.269825 0.5397475 1.0542250000000002 1.5448749999999998
781.0 0.26815 0.536395 1.04745 1.5347499999999998
781.5 0.266475 0.5330425000000001 1.040675 1.524625
782.0 0.2648 0.52969 1.0339 1.5145
782.5 0.263125 0.5263375 1.027125 1.5043749999999998
783.0 0.26144999999999996 0.522985 1.02035 1.4942499999999999
783.5 0.259775 0.5196325 1.0135750000000001 1.4841249999999997
784.0 0.2581 0.5162800000000001 1.0068000000000001 1.4739999999999998
784.5 0.256425 0.5129275 1.0000250000000002 1.4638749999999998
785.0 0.25475 0.509575 0.9932500000000001 1.4537499999999999
785.5 0.253075 0.5062225 0.9864750000000001 1.443625
786.0 0.2514 0.50287 0.9797 1.4335
786.5 0.24972499999999997 0.4995175 0.972925 1.4233749999999998
787.0 0.24805 0.496165 0.9661500000000001 1.41325
787.5 0.24637499999999998 0.4928125 0.9593750000000001 1.4031249999999997
788.0 0.2447 0.48946 0.9526000000000001 1.3929999999999998
788.5 0.243025 0.4861075 0.945825 1.3828749999999999
789.0 0.24134999999999998 0.482755 0.93905 1.37275
789.5 0.239675 0.4794025 0.9322750000000001 1.362625
790.0 0.238 0.47605000000000003 0.9255000000000001 1.3525
790.5 0.23632499999999998 0.4726975 0.918725 1.3423749999999999
791.0 0.23465 0.469345 0.91195 1.33225
791.5 0.232975 0.46599250000000003 0.9051750000000001 1.3221249999999998
792.0 0.2313 0.46264 0.8984000000000001 1.3119999999999998
792.5 0.229625 0.4592875 0.891625 1.301875
793.0 0.22794999999999999 0.455935 0.88485 1.29175
793.5 0.226275 0.4525825 0.878075 1.281625
794.0 0.2246 0.44923 0.8713000000000001 1.2715
794.5 0.22292499999999998 0.4458775 0.864525 1.261375
795.0 0.22125 0.442525 0.85775 1.25125
795.5 0.219575 0.4391725 0.850975 1.2411249999999998
796.0 0.21789999999999998 0.43582 0.8442000000000001 1.2309999999999999
796.5 0.216225 0.4324675 0.837425 1.220875
797.0 0.21455 0.42911499999999997 0.83065 1.21075
797.5 0.21287499999999998 0.4257625 0.823875 1.200625
798.0 0.2112 0.42241 0.8171 1.1905
798.5 0.209525 0.41905749999999997 0.8103250000000001 1.180375
799.0 0.20784999999999998 0.415705 0.80355 1.1702499999999998
799.5 0.206175 0.4123525 0.796775 1.1601249999999999
800.0 0.2045 0.409 0.79 1.15
800.5 0.2041535 0.4083075 0.7886525000000001 1.1480249999999999
801.0 0.203807 0.40761499999999995 0.787305 1.14605
801.5 0.2034605 0.40692249999999996 0.7859575000000001 1.144075
802.0 0.203114 0.40623 0.78461 1.1421
802.5 0.2027675 0.4055375 0.7832625000000001 1.1401249999999998
803.0 0.202421 0.40484499999999995 0.781915 1.13815
803.5 0.2020745 0.40415249999999997 0.7805675000000001 1.136175
804.0 0.201728 0.40346 0.77922 1.1341999999999999
804.5 0.2013815 0.4027675 0.7778725000000001 1.1322249999999998
805.0 0.201035 0.40207499999999996 0.776525 1.13025
805.5 0.2006885 0.4013825 0.7751775000000001 1.128275
806.0 0.200342 0.40069 0.77383 1.1262999999999999
806.5 0.1999955 0.3999975 0.7724825000000001 1.1243249999999998
807.0 0.199649 0.39930499999999997 0.771135 1.12235
807.5 0.1993025 0.3986125 0.7697875000000001 1.120375
808.0 0.198956 0.39792 0.76844 1.1183999999999998
808.5 0.1986095 0.39722749999999996 0.7670925000000001 1.116425
809.0 0.198263 0.39653499999999997 0.765745 1.11445
809.5 0.1979165 0.3958425 0.7643975000000001 1.1124749999999999
810.0 0.19757 0.39515 0.76305 1.1104999999999998
810.5 0.1972235 0.39445749999999996 0.7617025000000001 1.108525
811.0 0.196877 0.393765 0.760355 1.10655
811.5 0.1965305 0.3930725 0.7590075000000001 1.1045749999999999
812.0 0.196184 0.39237999999999995 0.75766 1.1025999999999998
812.5 0.1958375 0.39168749999999997 0.7563125 1.100625
813.0 0.195491 0.390995 0.754965 1.09865
813.5 0.1951445 0.3903025 0.7536175 1.0966749999999998
814.0 0.194798 0.38960999999999996 0.75227 1.0947
814.5 0.1944515 0.38891749999999997 0.7509225 1.092725
815.0 0.194105 0.388225 0.749575 1.0907499999999999
815.5 0.1937585 0.3875325 0.7482275 1.0887749999999998
