#mT Tbq kappa
651.0 0.18464 0.25
651.5 0.18445999999999999 0.25
652.0 0.18428 0.25
652.5 0.18409999999999999 0.25
653.0 0.18392 0.25
653.5 0.18374 0.25
654.0 0.18356 0.25
654.5 0.18338 0.25
655.0 0.1832 0.25
655.5 0.18302 0.25
656.0 0.18284 0.25
656.5 0.18266 0.25
657.0 0.18248 0.25
657.5 0.1823 0.25
658.0 0.18212 0.25
658.5 0.18194 0.25
659.0 0.18176 0.25
659.5 0.18158 0.25
660.0 0.1814 0.25
660.5 0.18122 0.25
661.0 0.18104 0.25
661.5 0.18086 0.25
662.0 0.18068 0.25
662.5 0.1805 0.25
663.0 0.18032 0.25
663.5 0.18014 0.25
664.0 0.17996 0.25
664.5 0.17978 0.25
665.0 0.1796 0.25
665.5 0.17942 0.25
666.0 0.17924 0.25
666.5 0.17906 0.25
667.0 0.17888 0.25
667.5 0.1787 0.25
668.0 0.17852 0.25
668.5 0.17834 0.25
669.0 0.17816 0.25
669.5 0.17798 0.25
670.0 0.1778 0.25
670.5 0.17762 0.25
671.0 0.17744000000000001 0.25
671.5 0.17726 0.25
672.0 0.17708000000000002 0.25
672.5 0.1769 0.25
673.0 0.17672000000000002 0.25
673.5 0.17654 0.25
674.0 0.17636000000000002 0.25
674.5 0.17618 0.25
675.0 0.176 0.25
675.5 0.17582 0.25
676.0 0.17564000000000002 0.25
676.5 0.17546 0.25
677.0 0.17528 0.25
677.5 0.1751 0.25
678.0 0.17492 0.25
678.5 0.17474 0.25
679.0 0.17456 0.25
679.5 0.17438 0.25
680.0 0.1742 0.25
680.5 0.17402 0.25
681.0 0.17384 0.25
681.5 0.17366 0.25
682.0 0.17348 0.25
682.5 0.1733 0.25
683.0 0.17312 0.25
683.5 0.17294 0.25
684.0 0.17276 0.25
684.5 0.17258 0.25
685.0 0.1724 0.25
685.5 0.17222 0.25
686.0 0.17204 0.25
686.5 0.17186 0.25
687.0 0.17168 0.25
687.5 0.1715 0.25
688.0 0.17132 0.25
688.5 0.17114000000000001 0.25
689.0 0.17096 0.25
689.5 0.17078000000000002 0.25
690.0 0.1706 0.25
690.5 0.17042000000000002 0.25
691.0 0.17024 0.25
691.5 0.17006000000000002 0.25
692.0 0.16988 0.25
692.5 0.16970000000000002 0.25
693.0 0.16952 0.25
693.5 0.16934000000000002 0.25
694.0 0.16916 0.25
694.5 0.16898000000000002 0.25
695.0 0.1688 0.25
695.5 0.16862000000000002 0.25
696.0 0.16844 0.25
696.5 0.16826000000000002 0.25
697.0 0.16808 0.25
697.5 0.16790000000000002 0.25
698.0 0.16772 0.25
698.5 0.16754000000000002 0.25
699.0 0.16736 0.25
699.5 0.16718 0.25
700.0 0.167 0.25
700.5 0.16673500000000002 0.25
701.0 0.16647 0.25
701.5 0.16620500000000002 0.25
702.0 0.16594 0.25
702.5 0.16567500000000002 0.25
703.0 0.16541 0.25
703.5 0.16514500000000001 0.25
704.0 0.16488 0.25
704.5 0.164615 0.25
705.0 0.16435 0.25
705.5 0.164085 0.25
706.0 0.16382000000000002 0.25
706.5 0.163555 0.25
707.0 0.16329000000000002 0.25
707.5 0.163025 0.25
708.0 0.16276000000000002 0.25
708.5 0.162495 0.25
709.0 0.16223 0.25
709.5 0.161965 0.25
710.0 0.1617 0.25
710.5 0.161435 0.25
711.0 0.16117 0.25
711.5 0.16090500000000002 0.25
712.0 0.16064 0.25
712.5 0.16037500000000002 0.25
713.0 0.16011 0.25
713.5 0.15984500000000001 0.25
714.0 0.15958 0.25
714.5 0.159315 0.25
715.0 0.15905 0.25
715.5 0.158785 0.25
716.0 0.15852 0.25
716.5 0.158255 0.25
717.0 0.15799000000000002 0.25
717.5 0.157725 0.25
718.0 0.15746000000000002 0.25
718.5 0.157195 0.25
719.0 0.15693000000000001 0.25
719.5 0.156665 0.25
720.0 0.1564 0.25
720.5 0.156135 0.25
721.0 0.15587 0.25
721.5 0.155605 0.25
722.0 0.15534 0.25
722.5 0.15507500000000002 0.25
723.0 0.15481 0.25
723.5 0.15454500000000002 0.25
724.0 0.15428 0.25
724.5 0.154015 0.25
725.0 0.15375 0.25
725.5 0.153485 0.25
726.0 0.15322 0.25
726.5 0.152955 0.25
727.0 0.15269 0.25
727.5 0.152425 0.25
728.0 0.15216000000000002 0.25
728.5 0.151895 0.25
729.0 0.15163000000000001 0.25
729.5 0.151365 0.25
730.0 0.1511 0.25
730.5 0.150835 0.25
731.0 0.15057 0.25
731.5 0.15030500000000002 0.25
732.0 0.15004 0.25
732.5 0.149775 0.25
733.0 0.14951 0.25
733.5 0.14924500000000002 0.25
734.0 0.14898 0.25
734.5 0.148715 0.25
735.0 0.14845 0.25
735.5 0.148185 0.25
736.0 0.14792 0.25
736.5 0.147655 0.25
737.0 0.14739000000000002 0.25
737.5 0.147125 0.25
738.0 0.14686 0.25
738.5 0.146595 0.25
739.0 0.14633000000000002 0.25
739.5 0.146065 0.25
740.0 0.1458 0.25
740.5 0.145535 0.25
741.0 0.14527 0.25
741.5 0.145005 0.25
742.0 0.14474 0.25
742.5 0.14447500000000002 0.25
743.0 0.14421 0.25
743.5 0.14394500000000002 0.25
744.0 0.14368 0.25
744.5 0.14341500000000001 0.25
745.0 0.14315 0.25
745.5 0.142885 0.25
746.0 0.14262 0.25
746.5 0.142355 0.25
747.0 0.14209 0.25
747.5 0.141825 0.25
748.0 0.14156000000000002 0.25
748.5 0.141295 0.25
749.0 0.14103000000000002 0.25
749.5 0.140765 0.25
750.0 0.1405 0.25
750.5 0.140235 0.25
751.0 0.13997 0.25
751.5 0.139705 0.25
752.0 0.13944 0.25
752.5 0.139175 0.25
753.0 0.13891 0.25
753.5 0.13864500000000002 0.25
754.0 0.13838 0.25
754.5 0.13811500000000002 0.25
755.0 0.13785 0.25
755.5 0.137585 0.25
756.0 0.13732 0.25
756.5 0.137055 0.25
757.0 0.13679 0.25
757.5 0.136525 0.25
758.0 0.13626 0.25
758.5 0.135995 0.25
759.0 0.13573000000000002 0.25
759.5 0.135465 0.25
760.0 0.1352 0.25
760.5 0.134935 0.25
761.0 0.13467 0.25
761.5 0.134405 0.25
762.0 0.13414 0.25
762.5 0.133875 0.25
763.0 0.13361 0.25
763.5 0.133345 0.25
764.0 0.13308 0.25
764.5 0.13281500000000002 0.25
765.0 0.13255 0.25
765.5 0.132285 0.25
766.0 0.13202 0.25
766.5 0.131755 0.25
767.0 0.13149 0.25
767.5 0.131225 0.25
768.0 0.13096000000000002 0.25
768.5 0.130695 0.25
769.0 0.13043 0.25
769.5 0.130165 0.25
770.0 0.12990000000000002 0.25
770.5 0.129635 0.25
771.0 0.12937 0.25
771.5 0.129105 0.25
772.0 0.12884 0.25
772.5 0.128575 0.25
773.0 0.12831 0.25
773.5 0.12804500000000002 0.25
774.0 0.12778 0.25
774.5 0.127515 0.25
775.0 0.12725 0.25
775.5 0.12698500000000001 0.25
776.0 0.12672 0.25
776.5 0.126455 0.25
777.0 0.12619 0.25
777.5 0.125925 0.25
778.0 0.12566 0.25
778.5 0.125395 0.25
779.0 0.12513000000000002 0.25
779.5 0.124865 0.25
780.0 0.1246 0.25
780.5 0.124335 0.25
781.0 0.12407 0.25
781.5 0.123805 0.25
782.0 0.12354000000000001 0.25
782.5 0.123275 0.25
783.0 0.12301000000000001 0.25
783.5 0.12274499999999999 0.25
784.0 0.12248 0.25
784.5 0.122215 0.25
785.0 0.12195 0.25
785.5 0.121685 0.25
786.0 0.12142 0.25
786.5 0.121155 0.25
787.0 0.12089 0.25
787.5 0.12062500000000001 0.25
788.0 0.12036 0.25
788.5 0.12009500000000001 0.25
789.0 0.11982999999999999 0.25
789.5 0.119565 0.25
790.0 0.1193 0.25
790.5 0.119035 0.25
791.0 0.11877 0.25
791.5 0.118505 0.25
792.0 0.11824 0.25
792.5 0.117975 0.25
793.0 0.11771000000000001 0.25
793.5 0.117445 0.25
794.0 0.11718 0.25
794.5 0.11691499999999999 0.25
795.0 0.11665 0.25
795.5 0.116385 0.25
796.0 0.11612 0.25
796.5 0.115855 0.25
797.0 0.11559 0.25
797.5 0.11532500000000001 0.25
798.0 0.11506 0.25
798.5 0.11479500000000001 0.25
799.0 0.11452999999999999 0.25
799.5 0.114265 0.25
800.0 0.114 0.25
800.5 0.11383 0.25
801.0 0.11366000000000001 0.25
801.5 0.11349000000000001 0.25
802.0 0.11332 0.25
802.5 0.11315 0.25
803.0 0.11298 0.25
803.5 0.11281000000000001 0.25
804.0 0.11264 0.25
804.5 0.11247 0.25
805.0 0.11230000000000001 0.25
805.5 0.11213000000000001 0.25
806.0 0.11196 0.25
806.5 0.11179 0.25
807.0 0.11162 0.25
807.5 0.11145000000000001 0.25
808.0 0.11128 0.25
808.5 0.11111 0.25
809.0 0.11094000000000001 0.25
809.5 0.11077000000000001 0.25
810.0 0.1106 0.25
810.5 0.11043 0.25
811.0 0.11026 0.25
811.5 0.11009000000000001 0.25
812.0 0.10992 0.25
812.5 0.10975 0.25
813.0 0.10958000000000001 0.25
813.5 0.10941000000000001 0.25
814.0 0.10924 0.25
814.5 0.10907 0.25
815.0 0.1089 0.25
815.5 0.10873000000000001 0.25
816.0 0.10856 0.25
816.5 0.10839 0.25
817.0 0.10822000000000001 0.25
817.5 0.10805000000000001 0.25
818.0 0.10788 0.25
818.5 0.10771 0.25
819.0 0.10754 0.25
819.5 0.10737000000000001 0.25
820.0 0.1072 0.25
820.5 0.10703 0.25
821.0 0.10686000000000001 0.25
821.5 0.10669000000000001 0.25
822.0 0.10652 0.25
822.5 0.10635 0.25
823.0 0.10618 0.25
823.5 0.10601000000000001 0.25
824.0 0.10584 0.25
824.5 0.10567 0.25
825.0 0.10550000000000001 0.25
825.5 0.10533000000000001 0.25
826.0 0.10516 0.25
826.5 0.10499 0.25
827.0 0.10482 0.25
827.5 0.10465 0.25
828.0 0.10448 0.25
828.5 0.10431 0.25
829.0 0.10414000000000001 0.25
829.5 0.10397 0.25
830.0 0.1038 0.25
830.5 0.10363 0.25
831.0 0.10346 0.25
831.5 0.10329 0.25
832.0 0.10312 0.25
832.5 0.10295 0.25
833.0 0.10278000000000001 0.25
833.5 0.10261 0.25
834.0 0.10244 0.25
834.5 0.10227 0.25
835.0 0.1021 0.25
835.5 0.10193 0.25
836.0 0.10176 0.25
836.5 0.10159 0.25
837.0 0.10142000000000001 0.25
837.5 0.10125 0.25
838.0 0.10108 0.25
838.5 0.10091 0.25
839.0 0.10074 0.25
839.5 0.10057 0.25
840.0 0.1004 0.25
840.5 0.10023 0.25
841.0 0.10006000000000001 0.25
841.5 0.09989 0.25
842.0 0.09972 0.25
842.5 0.09955 0.25
843.0 0.09938 0.25
843.5 0.09921 0.25
844.0 0.09904 0.25
844.5 0.09887 0.25
845.0 0.09870000000000001 0.25
845.5 0.09853 0.25
846.0 0.09836 0.25
846.5 0.09819 0.25
847.0 0.09802 0.25
847.5 0.09785 0.25
848.0 0.09768 0.25
848.5 0.09751 0.25
849.0 0.09734000000000001 0.25
849.5 0.09717 0.25
850.0 0.097 0.25
850.5 0.09683 0.25
851.0 0.09666 0.25
851.5 0.09649 0.25
852.0 0.09632 0.25
852.5 0.09615 0.25
853.0 0.09598000000000001 0.25
853.5 0.09581 0.25
854.0 0.09564 0.25
854.5 0.09547 0.25
855.0 0.0953 0.25
855.5 0.09513 0.25
856.0 0.09496 0.25
856.5 0.09479 0.25
857.0 0.09462000000000001 0.25
857.5 0.09445 0.25
858.0 0.09428 0.25
858.5 0.09411 0.25
859.0 0.09394 0.25
859.5 0.09377 0.25
860.0 0.0936 0.25
860.5 0.09343 0.25
861.0 0.09326000000000001 0.25
861.5 0.09309 0.25
862.0 0.09292 0.25
862.5 0.09275 0.25
863.0 0.09258 0.25
863.5 0.09241 0.25
864.0 0.09224 0.25
864.5 0.09207 0.25
865.0 0.09190000000000001 0.25
865.5 0.09173 0.25
866.0 0.09156 0.25
866.5 0.09139 0.25
867.0 0.09122 0.25
867.5 0.09105 0.25
868.0 0.09088 0.25
868.5 0.09071 0.25
869.0 0.09054000000000001 0.25
869.5 0.09037 0.25
870.0 0.0902 0.25
870.5 0.09003 0.25
871.0 0.08986 0.25
871.5 0.08969 0.25
872.0 0.08952 0.25
872.5 0.08935 0.25
873.0 0.08918000000000001 0.25
873.5 0.08901 0.25
874.0 0.08884 0.25
874.5 0.08867 0.25
875.0 0.0885 0.25
875.5 0.08833 0.25
876.0 0.08816 0.25
876.5 0.08799 0.25
877.0 0.08782000000000001 0.25
877.5 0.08765 0.25
878.0 0.08748 0.25
878.5 0.08731 0.25
879.0 0.08714 0.25
879.5 0.08697 0.25
880.0 0.0868 0.25
880.5 0.08663 0.25
881.0 0.08646000000000001 0.25
881.5 0.08629 0.25
882.0 0.08612 0.25
882.5 0.08595 0.25
883.0 0.08578 0.25
883.5 0.08561 0.25
884.0 0.08544 0.25
884.5 0.08527 0.25
885.0 0.08510000000000001 0.25
885.5 0.08493 0.25
886.0 0.08476 0.25
886.5 0.08459 0.25
887.0 0.08442 0.25
887.5 0.08425 0.25
888.0 0.08408 0.25
888.5 0.08391 0.25
889.0 0.08374000000000001 0.25
889.5 0.08357 0.25
890.0 0.0834 0.25
890.5 0.08323 0.25
891.0 0.08306 0.25
891.5 0.08289 0.25
892.0 0.08272 0.25
892.5 0.08255 0.25
893.0 0.08238000000000001 0.25
893.5 0.08221 0.25
894.0 0.08204 0.25
894.5 0.08187 0.25
895.0 0.0817 0.25
895.5 0.08153 0.25
896.0 0.08136 0.25
896.5 0.08119 0.25
897.0 0.08102000000000001 0.25
897.5 0.08085 0.25
898.0 0.08068 0.25
898.5 0.08051 0.25
899.0 0.08034 0.25
899.5 0.08017 0.25
900.0 0.08 0.25
900.5 0.07989 0.25
901.0 0.07978 0.25
901.5 0.07967 0.25
902.0 0.07956 0.25
902.5 0.07945 0.25
903.0 0.07934000000000001 0.25
903.5 0.07923 0.25
904.0 0.07912 0.25
904.5 0.07901 0.25
905.0 0.0789 0.25
905.5 0.07879 0.25
906.0 0.07868 0.25
906.5 0.07857 0.25
907.0 0.07846 0.25
907.5 0.07835 0.25
908.0 0.07824 0.25
908.5 0.07813 0.25
909.0 0.07802 0.25
909.5 0.07791000000000001 0.25
910.0 0.07780000000000001 0.25
910.5 0.07769 0.25
911.0 0.07758 0.25
911.5 0.07747 0.25
912.0 0.07736 0.25
912.5 0.07725 0.25
913.0 0.07714 0.25
913.5 0.07703 0.25
914.0 0.07692 0.25
914.5 0.07681 0.25
915.0 0.0767 0.25
915.5 0.07659 0.25
916.0 0.07648 0.25
916.5 0.07637000000000001 0.25
917.0 0.07626000000000001 0.25
917.5 0.07615 0.25
918.0 0.07604 0.25
918.5 0.07593 0.25
919.0 0.07582 0.25
919.5 0.07571 0.25
920.0 0.0756 0.25
920.5 0.07549 0.25
921.0 0.07538 0.25
921.5 0.07527 0.25
922.0 0.07516 0.25
922.5 0.07505 0.25
923.0 0.07494 0.25
923.5 0.07483000000000001 0.25
924.0 0.07472000000000001 0.25
924.5 0.07461 0.25
925.0 0.0745 0.25
925.5 0.07439 0.25
926.0 0.07428 0.25
926.5 0.07417 0.25
927.0 0.07406 0.25
927.5 0.07395 0.25
928.0 0.07384 0.25
928.5 0.07373 0.25
929.0 0.07362 0.25
929.5 0.07351 0.25
930.0 0.0734 0.25
930.5 0.07329000000000001 0.25
931.0 0.07318 0.25
931.5 0.07307 0.25
932.0 0.07296 0.25
932.5 0.07285 0.25
933.0 0.07274 0.25
933.5 0.07263 0.25
934.0 0.07252 0.25
934.5 0.07241 0.25
935.0 0.0723 0.25
935.5 0.07219 0.25
936.0 0.07208 0.25
936.5 0.07197 0.25
937.0 0.07186000000000001 0.25
937.5 0.07175000000000001 0.25
938.0 0.07164000000000001 0.25
938.5 0.07153 0.25
939.0 0.07142 0.25
939.5 0.07131 0.25
940.0 0.0712 0.25
940.5 0.07109 0.25
941.0 0.07098 0.25
941.5 0.07087 0.25
942.0 0.07076 0.25
942.5 0.07065 0.25
943.0 0.07054 0.25
943.5 0.07043 0.25
944.0 0.07032000000000001 0.25
944.5 0.07021000000000001 0.25
945.0 0.0701 0.25
945.5 0.06999 0.25
946.0 0.06988 0.25
946.5 0.06977 0.25
947.0 0.06966 0.25
947.5 0.06955 0.25
948.0 0.06944 0.25
948.5 0.06933 0.25
949.0 0.06922 0.25
949.5 0.06911 0.25
950.0 0.069 0.25
950.5 0.06889 0.25
951.0 0.06878000000000001 0.25
951.5 0.06867000000000001 0.25
952.0 0.06856000000000001 0.25
952.5 0.06845 0.25
953.0 0.06834 0.25
953.5 0.06823 0.25
954.0 0.06812 0.25
954.5 0.06801 0.25
955.0 0.0679 0.25
955.5 0.06779 0.25
956.0 0.06768 0.25
956.5 0.06757 0.25
957.0 0.06746 0.25
957.5 0.06735000000000001 0.25
958.0 0.06724000000000001 0.25
958.5 0.06713 0.25
959.0 0.06702 0.25
959.5 0.06691 0.25
960.0 0.0668 0.25
960.5 0.06669 0.25
961.0 0.06658 0.25
961.5 0.06647 0.25
962.0 0.06636 0.25
962.5 0.06625 0.25
963.0 0.06614 0.25
963.5 0.06603 0.25
964.0 0.06592 0.25
964.5 0.06581000000000001 0.25
965.0 0.06570000000000001 0.25
965.5 0.06559000000000001 0.25
966.0 0.06548000000000001 0.25
966.5 0.06537 0.25
967.0 0.06526 0.25
967.5 0.06515 0.25
968.0 0.06504 0.25
968.5 0.06493 0.25
969.0 0.06482 0.25
969.5 0.06471 0.25
970.0 0.0646 0.25
970.5 0.06449 0.25
971.0 0.06438 0.25
971.5 0.06427000000000001 0.25
972.0 0.06416 0.25
972.5 0.06405 0.25
973.0 0.06394 0.25
973.5 0.06383 0.25
974.0 0.06372 0.25
974.5 0.06361 0.25
975.0 0.0635 0.25
975.5 0.06339 0.25
976.0 0.06328 0.25
976.5 0.06317 0.25
977.0 0.06306 0.25
977.5 0.06295 0.25
978.0 0.06284000000000001 0.25
978.5 0.06273000000000001 0.25
979.0 0.06262000000000001 0.25
979.5 0.06251000000000001 0.25
980.0 0.062400000000000004 0.25
980.5 0.06229 0.25
981.0 0.06218 0.25
981.5 0.06207 0.25
982.0 0.06196 0.25
982.5 0.06185 0.25
983.0 0.06174 0.25
983.5 0.061630000000000004 0.25
984.0 0.061520000000000005 0.25
984.5 0.061410000000000006 0.25
985.0 0.06130000000000001 0.25
985.5 0.06119000000000001 0.25
986.0 0.06108 0.25
986.5 0.06097 0.25
987.0 0.060860000000000004 0.25
987.5 0.06075 0.25
988.0 0.06064 0.25
988.5 0.06053 0.25
989.0 0.06042 0.25
989.5 0.06031 0.25
990.0 0.060200000000000004 0.25
990.5 0.060090000000000005 0.25
991.0 0.059980000000000006 0.25
991.5 0.05987000000000001 0.25
992.0 0.05976000000000001 0.25
992.5 0.05965000000000001 0.25
993.0 0.05954 0.25
993.5 0.059430000000000004 0.25
994.0 0.059320000000000005 0.25
994.5 0.05921 0.25
995.0 0.0591 0.25
995.5 0.05899 0.25
996.0 0.05888 0.25
996.5 0.05877 0.25
997.0 0.058660000000000004 0.25
997.5 0.058550000000000005 0.25
998.0 0.058440000000000006 0.25
998.5 0.05833000000000001 0.25
999.0 0.05822000000000001 0.25
999.5 0.05811 0.25
1000.0 0.058 0.25
1000.5 0.057920000000000006 0.25
1001.0 0.05784 0.25
1001.5 0.057760000000000006 0.25
1002.0 0.05768 0.25
1002.5 0.057600000000000005 0.25
1003.0 0.05752 0.25
1003.5 0.057440000000000005 0.25
1004.0 0.05736 0.25
1004.5 0.057280000000000005 0.25
1005.0 0.0572 0.25
1005.5 0.057120000000000004 0.25
1006.0 0.05704 0.25
1006.5 0.056960000000000004 0.25
1007.0 0.05688 0.25
1007.5 0.0568 0.25
1008.0 0.05672 0.25
1008.5 0.05664 0.25
1009.0 0.056560000000000006 0.25
1009.5 0.05648 0.25
1010.0 0.056400000000000006 0.25
1010.5 0.05632 0.25
1011.0 0.056240000000000005 0.25
1011.5 0.05616 0.25
1012.0 0.056080000000000005 0.25
1012.5 0.056 0.25
1013.0 0.055920000000000004 0.25
1013.5 0.05584 0.25
1014.0 0.055760000000000004 0.25
1014.5 0.05568 0.25
1015.0 0.055600000000000004 0.25
1015.5 0.05552 0.25
1016.0 0.05544 0.25
1016.5 0.05536 0.25
1017.0 0.05528 0.25
1017.5 0.0552 0.25
1018.0 0.05512 0.25
1018.5 0.055040000000000006 0.25
1019.0 0.05496 0.25
1019.5 0.054880000000000005 0.25
1020.0 0.0548 0.25
1020.5 0.054720000000000005 0.25
1021.0 0.05464 0.25
1021.5 0.054560000000000004 0.25
1022.0 0.05448 0.25
1022.5 0.054400000000000004 0.25
1023.0 0.05432 0.25
1023.5 0.054240000000000003 0.25
1024.0 0.05416 0.25
1024.5 0.05408 0.25
1025.0 0.054000000000000006 0.25
1025.5 0.05392 0.25
1026.0 0.05384 0.25
1026.5 0.05376 0.25
1027.0 0.053680000000000005 0.25
1027.5 0.0536 0.25
1028.0 0.053520000000000005 0.25
1028.5 0.05344 0.25
1029.0 0.053360000000000005 0.25
1029.5 0.05328 0.25
1030.0 0.053200000000000004 0.25
1030.5 0.05312 0.25
1031.0 0.053040000000000004 0.25
1031.5 0.05296 0.25
1032.0 0.05288 0.25
1032.5 0.0528 0.25
1033.0 0.05272 0.25
1033.5 0.052640000000000006 0.25
1034.0 0.05256 0.25
1034.5 0.05248 0.25
1035.0 0.0524 0.25
1035.5 0.052320000000000005 0.25
1036.0 0.05224 0.25
1036.5 0.052160000000000005 0.25
1037.0 0.05208 0.25
1037.5 0.052000000000000005 0.25
1038.0 0.05192 0.25
1038.5 0.051840000000000004 0.25
1039.0 0.05176 0.25
1039.5 0.051680000000000004 0.25
1040.0 0.0516 0.25
1040.5 0.05152 0.25
1041.0 0.05144 0.25
1041.5 0.05136 0.25
1042.0 0.051280000000000006 0.25
1042.5 0.0512 0.25
1043.0 0.05112 0.25
1043.5 0.05104 0.25
1044.0 0.050960000000000005 0.25
1044.5 0.05088 0.25
1045.0 0.050800000000000005 0.25
1045.5 0.05072 0.25
1046.0 0.050640000000000004 0.25
1046.5 0.05056 0.25
1047.0 0.050480000000000004 0.25
1047.5 0.0504 0.25
1048.0 0.050320000000000004 0.25
1048.5 0.05024 0.25
1049.0 0.05016 0.25
1049.5 0.05008 0.25
1050.0 0.05 0.25
1050.5 0.049920000000000006 0.25
1051.0 0.04984 0.25
1051.5 0.04976 0.25
1052.0 0.04968 0.25
1052.5 0.049600000000000005 0.25
1053.0 0.04952 0.25
1053.5 0.049440000000000005 0.25
1054.0 0.04936 0.25
1054.5 0.049280000000000004 0.25
1055.0 0.0492 0.25
1055.5 0.049120000000000004 0.25
1056.0 0.04904 0.25
1056.5 0.048960000000000004 0.25
1057.0 0.04888 0.25
1057.5 0.0488 0.25
1058.0 0.04872 0.25
1058.5 0.04864 0.25
1059.0 0.048560000000000006 0.25
1059.5 0.04848 0.25
1060.0 0.0484 0.25
1060.5 0.04832 0.25
1061.0 0.048240000000000005 0.25
1061.5 0.04816 0.25
1062.0 0.048080000000000005 0.25
1062.5 0.048 0.25
1063.0 0.047920000000000004 0.25
1063.5 0.04784 0.25
1064.0 0.047760000000000004 0.25
1064.5 0.04768 0.25
1065.0 0.0476 0.25
1065.5 0.04752 0.25
1066.0 0.04744 0.25
1066.5 0.04736 0.25
1067.0 0.04728 0.25
1067.5 0.047200000000000006 0.25
1068.0 0.04712 0.25
1068.5 0.04704 0.25
1069.0 0.04696 0.25
1069.5 0.046880000000000005 0.25
1070.0 0.0468 0.25
1070.5 0.046720000000000005 0.25
1071.0 0.04664 0.25
1071.5 0.046560000000000004 0.25
1072.0 0.04648 0.25
1072.5 0.046400000000000004 0.25
1073.0 0.04632 0.25
1073.5 0.04624 0.25
1074.0 0.04616 0.25
1074.5 0.04608 0.25
1075.0 0.046 0.25
1075.5 0.04592 0.25
1076.0 0.045840000000000006 0.25
1076.5 0.04576 0.25
1077.0 0.04568 0.25
1077.5 0.0456 0.25
1078.0 0.045520000000000005 0.25
1078.5 0.04544 0.25
1079.0 0.045360000000000004 0.25
1079.5 0.04528 0.25
1080.0 0.045200000000000004 0.25
1080.5 0.04512 0.25
1081.0 0.045040000000000004 0.25
1081.5 0.04496 0.25
1082.0 0.04488 0.25
1082.5 0.0448 0.25
1083.0 0.04472 0.25
1083.5 0.04464 0.25
1084.0 0.04456 0.25
1084.5 0.044480000000000006 0.25
1085.0 0.0444 0.25
1085.5 0.04432 0.25
1086.0 0.04424 0.25
1086.5 0.044160000000000005 0.25
1087.0 0.04408 0.25
1087.5 0.044000000000000004 0.25
1088.0 0.04392 0.25
1088.5 0.043840000000000004 0.25
1089.0 0.04376 0.25
1089.5 0.043680000000000004 0.25
1090.0 0.0436 0.25
1090.5 0.04352 0.25
1091.0 0.04344 0.25
1091.5 0.04336 0.25
1092.0 0.04328 0.25
1092.5 0.0432 0.25
1093.0 0.043120000000000006 0.25
1093.5 0.04304 0.25
1094.0 0.04296 0.25
1094.5 0.04288 0.25
1095.0 0.042800000000000005 0.25
1095.5 0.04272 0.25
